,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
2248,313000,Textile Mills,15-0000,Computer and mathematical science occupations,530,4.9,59850,1.8,57540,2009,1077.3,1350.1800900000003,25.97,2111.508,2646.3529764000004,50.901199999999996
2362,314000,Textile Product Mills,15-0000,Computer and mathematical science occupations,370,4.6,53890,2.0,51710,2009,1077.8,1350.80674,17.019999999999996,2112.488,2647.5812104,33.359199999999994
2483,315000,Apparel Manufacturing,15-0000,Computer and mathematical science occupations,1060,9.8,66580,2.2,65290,2009,1464.76,1835.783708,103.88,2870.9296,3598.13606768,203.60479999999998
2588,316000,Leather and Allied Product Manufacturing,15-0000,Computer and mathematical science occupations,160,11.0,58490,3.8,55530,2009,2222.62,2785.609646,17.6,4356.3351999999995,5459.794906159999,34.496
2685,321000,Wood Product Manufacturing,15-0000,Computer and mathematical science occupations,540,9.1,57360,1.1,55980,2009,630.96,790.7821680000001,49.14,1236.6816000000001,1549.9330492800002,96.3144
2872,322000,Paper Manufacturing,15-0000,Computer and mathematical science occupations,2480,3.5,64460,1.1,62480,2009,709.06,888.6648980000001,86.8,1389.7576,1741.7832000800001,170.128
3060,323000,Printing and Related Support Activities,15-0000,Computer and mathematical science occupations,6280,4.0,62360,1.1,59530,2009,685.96,859.713668,251.2,1344.4816,1685.03878928,492.352
3232,324000,Petroleum and Coal Products Manufacturing,15-0000,Computer and mathematical science occupations,2320,12.3,89380,4.5,86650,2009,4022.1,5040.89793,285.36,7883.316,9880.1599428,559.3056
3402,325000,Chemical Manufacturing,15-0000,Computer and mathematical science occupations,18680,8.0,78250,1.9,76570,2009,1486.75,1863.343775,1494.4,2914.0299999999997,3652.153799,2929.0240000000003
3685,326000,Plastics and Rubber Products Manufacturing,15-0000,Computer and mathematical science occupations,3440,3.2,63340,1.3,60230,2009,823.42,1031.992286,110.08,1613.9032,2022.7048805599998,215.7568
3896,327000,Nonmetallic Mineral Product Manufacturing,15-0000,Computer and mathematical science occupations,1100,7.2,65240,1.9,62360,2009,1239.56,1553.5405480000002,79.2,2429.5375999999997,3044.9394740800003,155.232
4119,331000,Primary Metal Manufacturing,15-0000,Computer and mathematical science occupations,2440,3.3,64150,1.1,62440,2009,705.65,884.391145,80.52,1383.0739999999998,1733.4066442,157.8192
4339,332000,Fabricated Metal Product Manufacturing,15-0000,Computer and mathematical science occupations,9720,4.2,65450,1.6,62330,2009,1047.2,1312.45576,408.24,2052.512,2572.4132896,800.1504
4618,333000,Machinery Manufacturing,15-0000,Computer and mathematical science occupations,18990,4.1,69400,1.3,67200,2009,902.2,1130.7272600000001,778.59,1768.3120000000001,2216.2254296,1526.0364
4886,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and mathematical science occupations,132590,2.9,93990,2.0,92410,2009,1879.8,2355.95334,3845.11,3684.408,4617.6685464,7536.4156
5153,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and mathematical science occupations,6170,5.1,71410,1.4,69450,2009,999.74,1252.974142,314.66999999999996,1959.4904,2455.82931832,616.7531999999999
5367,336000,Transportation Equipment Manufacturing,15-0000,Computer and mathematical science occupations,43130,4.8,88060,2.3,86060,2009,2025.3799999999997,2538.408754,2070.24,3969.744799999999,4975.28115784,4057.6703999999995
5669,337000,Furniture and Related Product Manufacturing,15-0000,Computer and mathematical science occupations,2090,4.8,56610,1.7,53170,2009,962.37,1206.1383210000001,100.32,1886.2452,2364.03110916,196.6272
5868,339000,Miscellaneous Manufacturing,15-0000,Computer and mathematical science occupations,9260,4.1,69180,0.9,66910,2009,622.62,780.329646,379.66,1220.3352,1529.44610616,744.1336
6169,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and mathematical science occupations,129470,2.3,79840,1.0,76300,2009,798.4,1000.6347200000001,2977.81,1564.864,1961.2440512000003,5836.5076
6585,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and mathematical science occupations,18850,4.5,66260,1.0,62490,2009,662.6,830.43658,848.25,1298.696,1627.6556968,1662.57
6933,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and mathematical science occupations,21400,4.5,74430,1.4,71870,2009,1042.02,1305.963666,963.0,2042.3591999999999,2559.68878536,1887.48
7226,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and mathematical science occupations,1720,12.1,61240,3.2,52750,2009,1959.68,2456.066944,208.12,3840.9728,4813.89121024,407.9152
7403,442000,Furniture and Home Furnishings Stores,15-0000,Computer and mathematical science occupations,970,7.9,55680,2.3,51850,2009,1280.6399999999999,1605.0261119999998,76.63,2510.0543999999995,3145.8511795199997,150.1948
7569,443000,Electronics and Appliance Stores,15-0000,Computer and mathematical science occupations,29910,4.3,59090,1.7,51940,2009,1004.53,1258.977449,1286.13,1968.8788,2467.59580004,2520.8148
7719,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and mathematical science occupations,3410,3.5,38370,1.9,33920,2009,729.03,913.6932990000001,119.35,1428.8988,1790.8388660400003,233.926
7914,445000,Food and Beverage Stores,15-0000,Computer and mathematical science occupations,900,12.6,49660,5.2,42420,2009,2582.32,3236.421656,113.4,5061.3472,6343.38644576,222.264
8081,446000,Health and Personal Care Stores,15-0000,Computer and mathematical science occupations,950,10.7,61060,4.0,57700,2009,2442.4,3061.05992,101.65,4787.104,5999.6774432,199.234
8224,447000,Gasoline Stations,15-0000,Computer and mathematical science occupations,240,26.6,57340,7.6,48430,2009,4357.84,5461.680872000001,63.84,8541.3664,10704.894509120002,125.1264
8336,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and mathematical science occupations,760,12.1,56370,3.3,51490,2009,1860.21,2331.401193,91.96,3646.0116,4569.54633828,180.24159999999998
8434,451000,"Sporting Goods, Hobby, Book, and Music Stores",15-0000,Computer and mathematical science occupations,1060,8.6,50010,2.7,45960,2009,1350.27,1692.2933910000002,91.16,2646.5292,3316.8950463600004,178.6736
8582,452000,General Merchandise Stores,15-0000,Computer and mathematical science occupations,770,8.8,40180,2.0,36070,2009,803.6,1007.1518800000001,67.76,1575.056,1974.0176848,132.80960000000002
8728,453000,Miscellaneous Store Retailers,15-0000,Computer and mathematical science occupations,2310,10.7,48110,2.5,42750,2009,1202.75,1507.406575,247.17,2357.39,2954.5168869999998,484.4532
8942,454000,Nonstore Retailers,15-0000,Computer and mathematical science occupations,13110,3.4,67150,2.0,63840,2009,1343.0,1683.1819,445.74,2632.2799999999997,3299.036524,873.6504
9165,481000,Air Transportation,15-0000,Computer and mathematical science occupations,4580,2.6,73270,2.8,74060,2009,2051.56,2571.220148,119.08,4021.0575999999996,5039.59149008,233.39679999999998
9318,482000,Rail Transportation,15-0000,Computer and mathematical science occupations,1810,3.6,88010,1.9,89450,2009,1672.19,2095.755727,65.16,3277.4924,4107.68122492,127.71359999999999
9478,483000,Water Transportation,15-0000,Computer and mathematical science occupations,780,13.7,76750,2.2,77600,2009,1688.5,2116.19705,106.86,3309.46,4147.746218,209.44559999999998
9605,484000,Truck Transportation,15-0000,Computer and mathematical science occupations,3100,6.5,59700,1.6,57470,2009,955.2,1197.15216,201.5,1872.192,2346.4182336000003,394.94
9764,485000,Transit and Ground Passenger Transportation,15-0000,Computer and mathematical science occupations,220,10.8,61280,3.4,59620,2009,2083.52,2611.2756160000004,23.76,4083.6992,5118.10020736,46.5696
9884,486000,Pipeline Transportation,15-0000,Computer and mathematical science occupations,1090,13.3,75810,1.7,76130,2009,1288.77,1615.215441,144.97,2525.9892,3165.82226436,284.14119999999997
9997,487000,Scenic and Sightseeing Transportation,15-0000,Computer and mathematical science occupations,30,29.7,64030,4.0,62890,2009,2561.2,3209.95196,8.91,5019.951999999999,6291.505841599999,17.4636
10109,488000,Support Activities for Transportation,15-0000,Computer and mathematical science occupations,3840,5.9,67590,2.1,66250,2009,1419.39,1778.9214870000003,226.56,2782.0044000000003,3486.6861145200005,444.0576
10341,491000,Postal Service,15-0000,Computer and mathematical science occupations,2800,0.0,77200,0.7,74360,2009,540.4,677.2833200000001,0.0,1059.184,1327.4753072000003,0.0
10460,492000,Couriers and Messengers,15-0000,Computer and mathematical science occupations,2960,7.2,61460,1.6,57350,2009,983.36,1232.4450880000002,213.12,1927.3856,2415.5923724800004,417.7152
10583,493000,Warehousing and Storage,15-0000,Computer and mathematical science occupations,4570,7.8,64490,2.6,60460,2009,1676.74,2101.458242,356.46,3286.4103999999998,4118.85815432,698.6615999999999
10801,511000,Publishing Industries (except Internet),15-0000,Computer and mathematical science occupations,155960,1.5,83310,3.3,81670,2009,2749.23,3445.6099590000003,2339.4,5388.4908,6753.39551964,4585.224
11013,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and mathematical science occupations,7740,6.0,77290,2.2,74690,2009,1700.38,2131.0862540000003,464.4,3332.7448,4176.9290578400005,910.2239999999999
11198,515000,Broadcasting (except Internet),15-0000,Computer and mathematical science occupations,9370,6.2,68560,2.0,65180,2009,1371.2,1718.5249600000002,580.94,2687.552,3368.3089216000003,1138.6424000000002
11356,517000,Telecommunications,15-0000,Computer and mathematical science occupations,128420,1.7,74950,0.7,73780,2009,524.65,657.543845,2183.14,1028.3139999999999,1288.7859362000002,4278.9544
11557,518000,"Data Processing, Hosting and Related Services",15-0000,Computer and mathematical science occupations,87240,2.8,76540,1.0,74920,2009,765.4,959.2758200000001,2442.72,1500.184,1880.1806072000002,4787.731199999999
11716,519000,Other Information Services,15-0000,Computer and mathematical science occupations,32270,5.7,88230,3.3,86990,2009,2911.59,3649.095747,1839.39,5706.7164,7152.22766412,3605.2044
11858,521000,Monetary Authorities-Central Bank,15-0000,Computer and mathematical science occupations,3510,16.3,82380,2.6,81070,2009,2141.88,2684.418204,572.13,4198.0848000000005,5261.45967984,1121.3748
11955,522000,Credit Intermediation and Related Activities,15-0000,Computer and mathematical science occupations,98250,3.3,75390,0.9,74190,2009,678.51,850.3765830000001,3242.25,1329.8796,1666.73810268,6354.8099999999995
12314,524000,Insurance Carriers and Related Activities,15-0000,Computer and mathematical science occupations,146010,1.8,75070,0.5,73090,2009,375.35,470.426155,2628.18,735.686,922.0352637999999,5151.2328
12557,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and mathematical science occupations,6120,14.1,80750,1.9,78740,2009,1534.25,1922.8755250000002,862.92,3007.13,3768.836029,1691.3231999999998
12692,531000,Real Estate,15-0000,Computer and mathematical science occupations,9690,3.2,63200,2.8,59310,2009,1769.6,2217.83968,310.08,3468.4159999999997,4346.9657728,607.7568
12934,532000,Rental and Leasing Services,15-0000,Computer and mathematical science occupations,2340,7.1,63060,2.3,59900,2009,1450.38,1817.7612540000002,166.14,2842.7448,3562.8120578400003,325.63439999999997
13184,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and mathematical science occupations,1640,8.7,72580,2.8,68010,2009,2032.24,2547.0063920000002,142.67999999999998,3983.1904,4992.13252832,279.65279999999996
13308,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and mathematical science occupations,1124020,0.7,80790,0.4,76480,2009,323.16,405.016428,7868.14,633.3936,793.8321988800001,15421.5544
13878,551000,Management of Companies and Enterprises,15-0000,Computer and mathematical science occupations,195980,1.9,75650,0.6,74150,2009,453.9,568.87287,3723.62,889.6439999999999,1114.9908252,7298.2952
14319,561000,Administrative and Support Services,15-0000,Computer and mathematical science occupations,133750,2.2,67900,0.9,63330,2009,611.1,765.89163,2942.5,1197.756,1501.1475948,5767.3
14898,562000,Waste Management and Remediation Services,15-0000,Computer and mathematical science occupations,1120,14.0,71430,2.7,71190,2009,1928.61,2417.126913,156.8,3780.0755999999997,4737.56874948,307.32800000000003
15124,611000,Educational Services,15-0000,Computer and mathematical science occupations,193360,1.7,56940,0.7,53560,2009,398.58,499.540314,3287.12,781.2167999999999,979.09901544,6442.7552
15718,621000,Ambulatory Health Care Services,15-0000,Computer and mathematical science occupations,26910,3.1,61410,1.5,57610,2009,921.15,1154.477295,834.21,1805.454,2262.7754981999997,1635.0516
16070,622000,Hospitals,15-0000,Computer and mathematical science occupations,59470,1.3,62860,0.5,61150,2009,314.3,393.91219000000007,773.11,616.028,772.0678924000001,1515.2956
16473,623000,Nursing and Residential Care Facilities,15-0000,Computer and mathematical science occupations,2040,4.7,52650,1.1,49570,2009,579.1500000000001,725.8486950000001,95.88,1135.1340000000002,1422.6634422000002,187.92479999999998
16740,624000,Social Assistance,15-0000,Computer and mathematical science occupations,5840,2.7,50420,1.0,46260,2009,504.2,631.9138600000001,157.68,988.232,1238.5511656,309.0528
17042,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and mathematical science occupations,2200,4.1,57210,1.5,51910,2009,858.15,1075.519395,90.2,1681.974,2108.0180142,176.792
17289,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and mathematical science occupations,1450,7.3,58890,1.9,55460,2009,1118.91,1402.329903,105.85,2193.0636,2748.56660988,207.46599999999998
17487,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and mathematical science occupations,2160,5.8,59680,3.1,56680,2009,1850.08,2318.705264,125.28,3626.1567999999997,4544.66231744,245.5488
17764,721000,Accommodation,15-0000,Computer and mathematical science occupations,2150,6.5,54040,1.3,49190,2009,702.52,880.4683160000001,139.75,1376.9392,1725.71789936,273.90999999999997
18205,811000,Repair and Maintenance,15-0000,Computer and mathematical science occupations,5810,6.0,60600,1.8,55290,2009,1090.8,1367.0996400000001,348.6,2137.968,2679.5152944,683.2560000000001
18468,812000,Personal and Laundry Services,15-0000,Computer and mathematical science occupations,1630,9.6,68240,3.5,65730,2009,2388.4,2993.3817200000003,156.48,4681.264,5867.0281712000005,306.70079999999996
18721,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and mathematical science occupations,20530,2.4,62530,0.9,58460,2009,562.77,705.3196409999999,492.72,1103.0292,1382.4264963599999,965.7312000000001
19120,999000,"Federal, State, and Local Government (OES Designation)",15-0000,Computer and mathematical science occupations,235740,0.3,72630,0.3,70870,2009,217.89,273.081537,707.22,427.0644,535.23981252,1386.1512
