,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,JOBS_1000,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,JOBS_1000_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,JOBS_1000_ME,TOT_EMP_ME
8399,AZ,49740,"Yuma, AZ",15-0000,Computer and Mathematical Occupations,980.0,34.4,16.619,71810.0,4.2,68080.0,2013,3016.02,3779.9778660000006,5.716936,337.12,5911.3992,7408.756617360001,11.205194559999999,660.7552
8666,CA,12540,"Bakersfield-Delano, CA",15-0000,Computer and Mathematical Occupations,4530.0,9.9,15.7,83250.0,2.5,77550.0,2013,2081.25,2608.4306250000004,1.5543,448.47,4079.25,5112.524025000001,3.046428,879.0012
9141,CA,17020,"Chico, CA",15-0000,Computer and Mathematical Occupations,860.0,7.6,12.505,67660.0,2.4,64830.0,2013,1623.84,2035.158672,0.95038,65.36,3182.7263999999996,3988.91099712,1.8627448,128.1056
9424,CA,20940,"El Centro, CA",15-0000,Computer and Mathematical Occupations,380.0,7.4,7.364,63250.0,7.5,60040.0,2013,4743.75,5945.341875,0.544936,28.12,9297.75,11652.870075,1.06807456,55.1152
9676,CA,23420,"Fresno, CA",15-0000,Computer and Mathematical Occupations,3050.0,8.6,9.484,69130.0,2.9,66510.0,2013,2004.77,2512.578241,0.815624,262.3,3929.3492,4924.65335236,1.59862304,514.1080000000001
10171,CA,25260,"Hanford-Corcoran, CA",15-0000,Computer and Mathematical Occupations,170.0,21.0,4.543,70340.0,2.5,66630.0,2013,1758.5,2203.9280500000004,0.95403,35.7,3446.66,4319.698978,1.8698988,69.97200000000001
10398,CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",15-0000,Computer and Mathematical Occupations,96830.0,3.5,24.361,87910.0,0.9,85300.0,2013,791.19,991.5984270000001,0.852635,3389.05,1550.7324,1943.5329169200002,1.6711646,6642.5380000000005
11119,CA,31460,"Madera-Chowchilla, CA",15-0000,Computer and Mathematical Occupations,320.0,32.1,8.256,77530.0,5.3,70270.0,2013,4109.09,5149.9224970000005,2.650176,102.72,8053.8164,10093.848094120001,5.1943449600000005,201.3312
11316,CA,32900,"Merced, CA",15-0000,Computer and Mathematical Occupations,410.0,14.8,6.791,69980.0,6.2,67380.0,2013,4338.76,5437.767908000001,1.005068,60.68,8503.9696,10658.02509968,1.96993328,118.9328
11579,CA,33700,"Modesto, CA",15-0000,Computer and Mathematical Occupations,1520.0,18.0,9.61,76460.0,7.9,69570.0,2013,6040.34,7570.358122000001,1.7298,273.6,11839.0664,14837.90191912,3.390408,536.2560000000001
11961,CA,34900,"Napa, CA",15-0000,Computer and Mathematical Occupations,430.0,9.2,6.503,78460.0,3.6,74740.0,2013,2824.56,3540.0210480000005,0.5982759999999999,39.559999999999995,5536.1376,6938.441254080001,1.1726209599999997,77.53759999999998
12257,CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,40170.0,4.8,40.017,96640.0,1.6,93510.0,2013,1546.24,1937.902592,1.920816,1928.16,3030.6304,3798.28908032,3.76479936,3779.1936
12914,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,Computer and Mathematical Occupations,6900.0,9.9,23.551,86440.0,2.1,83130.0,2013,1815.24,2275.040292,2.331549,683.1,3557.8704,4459.0789723200005,4.569836039999999,1338.876
13399,CA,39820,"Redding, CA",15-0000,Computer and Mathematical Occupations,560.0,12.3,9.783,62300.0,6.2,57270.0,2013,3862.6,4840.996580000001,1.203309,68.88,7570.696,9488.353296800002,2.35848564,135.0048
13717,CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,Computer and Mathematical Occupations,13760.0,4.0,11.456,79530.0,5.3,73380.0,2013,4215.09,5282.772297,0.45824,550.4,8261.5764,10354.23370212,0.8981503999999999,1078.7839999999999
14394,CA,40900,"Sacramento--Arden-Arcade--Roseville, CA",15-0000,Computer and Mathematical Occupations,30000.0,4.3,35.8,82280.0,1.9,78460.0,2013,1563.32,1959.308956,1.5393999999999997,1290.0,3064.1072,3840.24555376,3.0172239999999992,2528.4
15030,CA,41500,"Salinas, CA",15-0000,Computer and Mathematical Occupations,2200.0,6.9,14.178,83150.0,3.3,79210.0,2013,2743.95,3438.9925350000003,0.9782820000000001,151.8,5378.142,6740.4253686,1.91743272,297.528
15431,CA,41740,"San Diego-Carlsbad-San Marcos, CA",15-0000,Computer and Mathematical Occupations,45660.0,3.3,35.381,87860.0,1.5,85070.0,2013,1317.9,1651.72407,1.167573,1506.78,2583.0840000000003,3237.3791772,2.28844308,2953.2888
16126,CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,68810.0,3.5,65.801,103780.0,1.4,101560.0,2013,1452.92,1820.9446360000002,2.303035,2408.35,2847.7232,3569.0514865600003,4.5139486,4720.366
16758,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",15-0000,Computer and Mathematical Occupations,97430.0,11.3,104.754,115870.0,3.3,114500.0,2013,3823.71,4792.255743000001,11.837202000000001,11009.59,7494.4716,9392.821256280002,23.200915920000003,21578.7964
17362,CA,42020,"San Luis Obispo-Paso Robles, CA",15-0000,Computer and Mathematical Occupations,1660.0,7.8,16.255,67220.0,4.1,61370.0,2013,2756.02,3454.119866,1.26789,129.48,5401.7991999999995,6770.07493736,2.4850643999999997,253.78079999999997
17733,CA,42044,"Santa Ana-Anaheim-Irvine, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,48280.0,4.3,33.243,88620.0,1.4,86140.0,2013,1240.6799999999998,1554.9442439999998,1.429449,2076.04,2431.7327999999998,3047.6907182399996,2.8017200399999997,4069.0384
18410,CA,42060,"Santa Barbara-Santa Maria-Goleta, CA",15-0000,Computer and Mathematical Occupations,4320.0,8.4,25.001,84270.0,2.3,78380.0,2013,1938.2099999999998,2429.1585929999997,2.1000840000000003,362.88,3798.8915999999995,4761.150842279999,4.11616464,711.2447999999999
18846,CA,42100,"Santa Cruz-Watsonville, CA",15-0000,Computer and Mathematical Occupations,1700.0,18.3,19.885,81400.0,3.4,77210.0,2013,2767.6,3468.63308,3.638955,311.1,5424.496,6798.5208368,7.1323518,609.7560000000001
19200,CA,42220,"Santa Rosa-Petaluma, CA",15-0000,Computer and Mathematical Occupations,2750.0,10.6,15.566,85810.0,2.3,82460.0,2013,1973.6299999999997,2473.5504789999995,1.6499960000000002,291.5,3868.314799999999,4848.158938839999,3.2339921600000006,571.34
19643,CA,44700,"Stockton, CA",15-0000,Computer and Mathematical Occupations,1810.0,17.5,8.91,68620.0,2.9,63520.0,2013,1989.98,2494.0419340000003,1.55925,316.75,3900.3608,4888.32219064,3.05613,620.83
20086,CA,46700,"Vallejo-Fairfield, CA",15-0000,Computer and Mathematical Occupations,1600.0,10.4,13.098,81230.0,2.6,78450.0,2013,2111.98,2646.944534,1.362192,166.4,4139.4808,5188.01128664,2.66989632,326.144
20456,CA,47300,"Visalia-Porterville, CA",15-0000,Computer and Mathematical Occupations,750.0,11.7,5.66,63860.0,2.9,58650.0,2013,1851.94,2321.036402,0.6622199999999999,87.75,3629.8024,4549.23134792,1.2979511999999997,171.99
20788,CA,49700,"Yuba City, CA",15-0000,Computer and Mathematical Occupations,310.0,9.1,8.359,72400.0,3.2,69900.0,2013,2316.8,2903.64544,0.760669,28.21,4540.928,5691.1450624,1.49091124,55.2916
21029,CO,14500,"Boulder, CO",15-0000,Computer and Mathematical Occupations,10990.0,5.2,67.393,92810.0,2.0,87410.0,2013,1856.2,2326.37546,3.504436,571.48,3638.152,4559.6959016,6.86869456,1120.1008
21454,CO,17820,"Colorado Springs, CO",15-0000,Computer and Mathematical Occupations,12660.0,4.6,51.487,83540.0,1.6,82140.0,2013,1336.64,1675.2109120000002,2.3684019999999997,582.3599999999999,2619.8144,3283.4133875200005,4.64206792,1141.4255999999998
21959,CO,19740,"Denver-Aurora-Broomfield, CO",15-0000,Computer and Mathematical Occupations,58310.0,2.8,45.518,85820.0,1.4,82430.0,2013,1201.4799999999998,1505.8148840000001,1.2745039999999999,1632.68,2354.9007999999994,2951.39717264,2.4980278399999998,3200.0528
23005,CO,24300,"Grand Junction, CO",15-0000,Computer and Mathematical Occupations,490.0,7.7,8.454,70490.0,4.1,66300.0,2013,2890.09,3622.149797,0.6509580000000001,37.73,5664.5764,7099.41360212,1.2758776800000002,73.95079999999999
23264,CO,24540,"Greeley, CO",15-0000,Computer and Mathematical Occupations,1090.0,14.5,12.545,68520.0,2.4,66390.0,2013,1644.48,2061.026784,1.8190250000000001,158.05,3223.1808,4039.6124966400002,3.5652890000000004,309.778
23570,CO,39380,"Pueblo, CO",15-0000,Computer and Mathematical Occupations,520.0,12.9,9.372,63280.0,4.0,59070.0,2013,2531.2,3172.35296,1.2089880000000002,67.08,4961.151999999999,6217.8118016,2.3696164800000004,131.4768
23859,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,Computer and Mathematical Occupations,13740.0,5.4,32.7,91230.0,1.9,85450.0,2013,1733.37,2172.4326210000004,1.7658000000000005,741.96,3397.4051999999997,4257.9679371600005,3.4609680000000007,1454.2416
24378,CT,72850,"Danbury, CT",15-0000,Computer and Mathematical Occupations,1150.0,5.2,16.694,77040.0,3.5,72520.0,2013,2696.4,3379.3981200000003,0.8680880000000001,59.8,5284.944,6623.620315200001,1.7014524800000002,117.208
24685,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,Computer and Mathematical Occupations,20110.0,4.0,35.95,84290.0,1.4,82690.0,2013,1180.06,1478.969198,1.4380000000000002,804.4,2312.9175999999998,2898.77962808,2.81848,1576.624
25272,CT,75700,"New Haven, CT",15-0000,Computer and Mathematical Occupations,4810.0,6.6,17.662,77880.0,1.8,76420.0,2013,1401.84,1756.926072,1.1656919999999997,317.46,2747.6063999999997,3443.57510112,2.2847563199999996,622.2216
25767,CT,76450,"Norwich-New London, CT-RI",15-0000,Computer and Mathematical Occupations,2240.0,10.2,17.581,79990.0,2.1,77930.0,2013,1679.79,2105.280807,1.7932619999999997,228.48,3292.3884,4126.35038172,3.514793519999999,447.82079999999996
26128,CT,78700,"Waterbury, CT",15-0000,Computer and Mathematical Occupations,600.0,8.5,9.445,71720.0,3.0,67310.0,2013,2151.6,2696.60028,0.802825,51.0,4217.1359999999995,5285.3365488,1.573537,99.96
26435,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,Computer and Mathematical Occupations,189150.0,1.7,79.903,100310.0,0.8,98360.0,2013,802.48,1005.748184,1.358351,3215.55,1572.8608,1971.26644064,2.66236796,6302.478
27111,DE,20100,"Dover, DE",15-0000,Computer and Mathematical Occupations,860.0,10.9,14.227,65470.0,1.9,62630.0,2013,1243.93,1559.017469,1.5507430000000002,93.74,2438.1028,3055.6742392399997,3.0394562800000005,183.73039999999997
27399,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,Computer and Mathematical Occupations,11850.0,5.9,36.392,85100.0,1.8,82310.0,2013,1531.8,1919.80494,2.1471280000000004,699.15,3002.328,3762.8176823999997,4.20837088,1370.3339999999998
27914,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,Computer and Mathematical Occupations,2430.0,7.2,11.499,71210.0,5.8,61410.0,2013,4130.18,5176.354594,0.827928,174.96,8095.152800000001,10145.655004240001,1.62273888,342.9216
28334,FL,18880,"Crestview-Fort Walton Beach-Destin, FL",15-0000,Computer and Mathematical Occupations,2400.0,6.7,32.084,78160.0,2.0,77450.0,2013,1563.2,1959.15856,2.1496280000000003,160.8,3063.872,3839.9507776,4.2132708800000005,315.168
28648,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,Computer and Mathematical Occupations,1700.0,7.9,11.136,54720.0,2.6,49860.0,2013,1422.72,1783.094976,0.8797440000000001,134.3,2788.5312,3494.86615296,1.7242982400000002,263.228
29080,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,Computer and Mathematical Occupations,15850.0,5.7,21.634,67850.0,1.8,65750.0,2013,1221.3,1530.6552900000002,1.233138,903.45,2393.748,3000.0843684,2.41695048,1770.762
29650,FL,23540,"Gainesville, FL",15-0000,Computer and Mathematical Occupations,2800.0,1.8,23.254,59050.0,1.4,55310.0,2013,826.7,1036.10311,0.41857200000000006,50.4,1620.332,2030.7620956,0.8204011200000001,98.78399999999999
30048,FL,27260,"Jacksonville, FL",15-0000,Computer and Mathematical Occupations,16300.0,5.1,27.765,73600.0,2.2,70570.0,2013,1619.2,2029.34336,1.4160149999999998,831.3,3173.632,3977.5129856,2.7753893999999995,1629.348
30622,FL,29460,"Lakeland-Winter Haven, FL",15-0000,Computer and Mathematical Occupations,2830.0,5.3,14.389,66290.0,3.8,63150.0,2013,2519.02,3157.0877660000006,0.7626169999999999,149.99,4937.2792,6187.892021360001,1.4947293199999998,293.98040000000003
