,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
6285,323000,Printing and Related Support Activities,15-0000,Computer and Mathematical Occupations,6000.0,3.9,67760.0,1.1,64930.0,2016,745.36,934.1596880000001,234.0,1460.9056,1830.9529884800002,458.64
6620,324000,Petroleum and Coal Products Manufacturing,15-0000,Computer and Mathematical Occupations,1230.0,14.0,86090.0,2.4,81180.0,2016,2066.16,2589.518328,172.2,4049.6735999999996,5075.45592288,337.51199999999994
6979,325000,Chemical Manufacturing,15-0000,Computer and Mathematical Occupations,17010.0,5.5,88980.0,2.6,85250.0,2016,2313.48,2899.484484,935.55,4534.4208,5682.98958864,1833.6779999999999
7504,326000,Plastics and Rubber Products Manufacturing,15-0000,Computer and Mathematical Occupations,4700.0,3.9,76000.0,2.0,71320.0,2016,1520.0,1905.016,183.3,2979.2,3733.83136,359.26800000000003
7924,327000,Nonmetallic Mineral Product Manufacturing,15-0000,Computer and Mathematical Occupations,1350.0,4.8,69700.0,1.4,66480.0,2016,975.8,1222.9701400000001,64.8,1912.568,2397.0214744,127.008
8350,331000,Primary Metal Manufacturing,15-0000,Computer and Mathematical Occupations,2480.0,3.3,70550.0,1.2,68100.0,2016,846.6,1061.0437800000002,81.84,1659.336,2079.6458088000004,160.4064
8768,332000,Fabricated Metal Product Manufacturing,15-0000,Computer and Mathematical Occupations,10070.0,2.7,73070.0,1.1,69550.0,2016,803.77,1007.3649410000002,271.89,1575.3891999999998,1974.4352843600002,532.9044
9283,333000,Machinery Manufacturing,15-0000,Computer and Mathematical Occupations,21850.0,2.7,83720.0,1.8,79490.0,2016,1506.96,1888.672968,589.95,2953.6416,3701.79901728,1156.3020000000001
9828,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and Mathematical Occupations,138210.0,3.5,107820.0,2.9,104330.0,2016,3126.78,3918.7933740000003,4837.35,6128.4888,7680.83501304,9481.206
10344,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,7760.0,5.8,82610.0,1.5,77720.0,2016,1239.15,1553.0266950000002,450.08,2428.734,3043.9323222000003,882.1568
10759,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,54370.0,3.8,104960.0,1.4,103040.0,2016,1469.44,1841.6491520000002,2066.06,2880.1024,3609.6323379200003,4049.4775999999997
11288,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,2760.0,11.1,64450.0,3.1,60940.0,2016,1997.95,2504.0307350000003,306.36,3915.982,4907.900240600001,600.4656
11669,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,10930.0,5.1,82800.0,1.9,78520.0,2016,1573.2,1971.6915600000002,557.43,3083.472,3864.5154576000004,1092.5628
12239,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,122870.0,2.6,83560.0,0.9,78130.0,2016,752.04,942.531732,3194.62,1473.9984,1847.36219472,6261.455199999999
12995,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,18320.0,3.0,73870.0,0.9,69210.0,2016,664.83,833.2314390000001,549.6,1303.0668,1633.1336204400002,1077.2160000000001
13664,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,32540.0,4.8,86520.0,1.3,80110.0,2016,1124.76,1409.6617080000003,1561.92,2204.5296,2762.9369476800007,3061.3632000000002
14264,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,3320.0,5.3,56480.0,2.1,49850.0,2016,1186.08,1486.514064,175.96,2324.7167999999997,2913.5675654399997,344.8816
14628,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,1190.0,16.0,60000.0,2.8,55080.0,2016,1680.0,2105.5440000000003,190.4,3292.7999999999997,4126.86624,373.184
14936,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,7940.0,10.1,65200.0,4.5,59010.0,2016,2934.0,3677.1822,801.94,5750.64,7207.277112000001,1571.8024
15195,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,1550.0,23.6,48440.0,8.8,41500.0,2016,4262.72,5342.466976000001,365.8,8354.9312,10471.23527296,716.968
15566,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,1570.0,10.3,49620.0,5.3,43750.0,2016,2629.86,3296.0035380000004,161.71,5154.5256,6460.16693448,316.9516
15926,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,1560.0,13.8,76840.0,14.0,62380.0,2016,10757.6,13482.500080000002,215.28,21084.896,26425.7001568,421.9488
16225,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,150.0,20.8,42080.0,5.9,39660.0,2016,2482.7200000000003,3111.5929760000004,31.2,4866.131200000001,6098.722232960001,61.152
16440,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,1420.0,21.9,64120.0,5.2,57050.0,2016,3334.24,4178.802992,310.97999999999996,6535.1104,8190.453864319999,609.5207999999999
16652,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,2230.0,11.9,50730.0,4.4,43610.0,2016,2232.1200000000003,2797.5159960000005,265.37,4374.9552,5483.131352160001,520.1252
16956,452000,General Merchandise Stores,15-0000,Computer and Mathematical Occupations,630.0,8.6,46090.0,4.1,34970.0,2016,1889.6899999999996,2368.348477,54.18,3703.7923999999994,4641.96301492,106.19279999999999
17264,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,4320.0,6.2,45280.0,3.3,38770.0,2016,1494.24,1872.7309920000002,267.84,2928.7104,3670.5527443200003,524.9663999999999
17683,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,26110.0,6.2,80770.0,1.6,76710.0,2016,1292.32,1619.664656,1618.82,2532.9471999999996,3174.54272576,3172.8871999999997
18161,481000,Air Transportation,15-0000,Computer and Mathematical Occupations,2870.0,9.1,90960.0,2.5,92020.0,2016,2274.0,2850.0042000000003,261.17,4457.04,5586.008232,511.89320000000004
18469,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,2530.0,16.2,90470.0,2.4,90660.0,2016,2171.28,2721.265224,409.86,4255.7088,5333.67983904,803.3256
18806,483000,Water Transportation,15-0000,Computer and Mathematical Occupations,600.0,15.3,92190.0,3.8,89470.0,2016,3503.22,4390.585626,91.8,6866.311199999999,8605.54782696,179.928
19074,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,3810.0,10.1,65460.0,3.0,61820.0,2016,1963.8,2461.23054,384.81,3849.048,4824.0118584,754.2275999999999
19428,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,400.0,7.5,69980.0,2.3,65790.0,2016,1609.54,2017.2364820000003,30.0,3154.6983999999998,3953.7835047200006,58.8
19686,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1160.0,12.9,94640.0,3.4,93490.0,2016,3217.76,4032.818608,149.64,6306.8096000000005,7904.32447168,293.2944
20163,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,7290.0,8.1,78600.0,1.2,74980.0,2016,943.2,1182.11256,590.49,1848.672,2316.9406176,1157.3604
20650,491000,Postal Service,15-0000,Computer and Mathematical Occupations,2040.0,0.0,82090.0,0.9,80000.0,2016,738.81,925.950573,0.0,1448.0675999999999,1814.86312308,0.0
20873,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2140.0,5.8,73400.0,1.7,71050.0,2016,1247.8,1563.8677400000001,124.12,2445.6879999999996,3065.1807704000003,243.2752
21068,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,5550.0,6.2,69780.0,1.8,64790.0,2016,1256.04,1574.1949319999999,344.1,2461.8384,3085.4220667199997,674.436
21495,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,202660.0,4.3,99910.0,4.4,95000.0,2016,4396.040000000001,5509.556932000001,8714.38,8616.238400000002,10798.731586720003,17080.1848
21900,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,6450.0,6.3,83700.0,1.5,79210.0,2016,1255.5,1573.51815,406.35,2460.7799999999997,3084.095574,796.446
22313,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,11480.0,6.6,83030.0,2.5,78170.0,2016,2075.75,2601.537475,757.68,4068.47,5099.013451,1485.0528
22632,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,130650.0,2.2,87560.0,0.8,83460.0,2016,700.48,877.911584,2874.3,1372.9408,1720.7067046399998,5633.628000000001
23010,518000,"Data Processing, Hosting, and Related Services",15-0000,Computer and Mathematical Occupations,121970.0,2.1,86940.0,0.9,82690.0,2016,782.46,980.6571180000001,2561.37,1533.6216,1922.0879512800002,5020.285199999999
23328,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,78280.0,3.9,103050.0,1.6,100930.0,2016,1648.8,2066.44104,3052.92,3231.6479999999997,4050.2244384,5983.7232
23632,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,3890.0,8.4,101060.0,3.9,101480.0,2016,3941.34,4939.681422000001,326.76,7725.0264,9681.77558712,640.4495999999999
23823,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,144980.0,3.4,90230.0,0.9,88300.0,2016,812.07,1017.7673310000001,4929.32,1591.6572,1994.8239687600003,9661.4672
24200,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,60870.0,3.6,106920.0,1.1,101550.0,2016,1176.1200000000001,1474.0311960000004,2191.32,2305.1952,2889.101144160001,4294.9872000000005
24557,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,172310.0,1.8,87450.0,0.5,84680.0,2016,437.25,548.0054250000001,3101.58,857.01,1074.090633,6079.096799999999
25020,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and Mathematical Occupations,290.0,15.8,93870.0,4.4,88080.0,2016,4130.280000000001,5176.479924000001,45.82,8095.348800000002,10145.900651040001,89.8072
25187,531000,Real Estate,15-0000,Computer and Mathematical Occupations,10580.0,4.7,74250.0,1.9,68880.0,2016,1410.75,1768.0929750000003,497.26,2765.07,3465.4622310000004,974.6296
25697,532000,Rental and Leasing Services,15-0000,Computer and Mathematical Occupations,3510.0,10.0,79050.0,2.3,74870.0,2016,1818.15,2278.6873950000004,351.0,3563.574,4466.227294200001,687.96
26201,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1540.0,13.5,72040.0,3.3,64860.0,2016,2377.32,2979.4951560000004,207.9,4659.5472,5839.8105057600005,407.484
26434,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1498590.0,0.6,91870.0,0.4,86550.0,2016,367.48,460.562684,8991.54,720.2608,902.7028606399999,17623.418400000002
27471,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,258540.0,1.5,87560.0,0.5,84560.0,2016,437.8,548.69474,3878.1,858.088,1075.4416904,7601.076
28434,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,215410.0,2.4,81480.0,0.7,75650.0,2016,570.36,714.832188,5169.84,1117.9056,1401.0710884799998,10132.8864
29543,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1580.0,12.8,85410.0,3.3,86340.0,2016,2818.53,3532.4636490000003,202.24,5524.3188,6923.62875204,396.3904
29994,611000,Educational Services,15-0000,Computer and Mathematical Occupations,220880.0,1.0,64150.0,0.6,60410.0,2016,384.9,482.39517,2208.8,754.404,945.4945332,4329.2480000000005
31066,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,37910.0,2.2,70460.0,1.4,65910.0,2016,986.44,1236.305252,834.02,1933.4224000000002,2423.1582939200002,1634.6792
31771,622000,Hospitals,15-0000,Computer and Mathematical Occupations,78070.0,2.2,74060.0,0.6,71670.0,2016,444.36,556.916388,1717.54,870.9456,1091.55612048,3366.3784
32543,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2780.0,4.0,54400.0,1.5,50930.0,2016,816.0,1022.6928000000001,111.2,1599.36,2004.4778880000003,217.952
33082,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,9510.0,3.5,56560.0,1.4,50680.0,2016,791.84,992.413072,332.85,1552.0064,1945.1296211200001,652.3860000000001
33743,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,3770.0,9.1,71840.0,2.4,65460.0,2016,1724.16,2160.889728,343.07,3379.3536,4235.34386688,672.4172
34278,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1750.0,4.6,65950.0,1.9,59890.0,2016,1253.05,1570.4475650000002,80.49999999999999,2455.978,3078.0772274,157.77999999999997
34749,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,3630.0,4.1,65670.0,4.2,59870.0,2016,2758.14,3456.776862,148.82999999999998,5405.9544,6775.282649520001,291.7068
35341,721000,Accommodation,15-0000,Computer and Mathematical Occupations,3000.0,4.6,58880.0,1.2,53460.0,2016,706.56,885.531648,137.99999999999997,1384.8575999999998,1735.64203008,270.47999999999996
36197,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,7620.0,4.8,66350.0,3.0,57340.0,2016,1990.5,2494.69365,365.76,3901.38,4889.599554,716.8896
36702,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,2100.0,12.9,79810.0,4.0,74710.0,2016,3192.4,4001.03492,270.9,6257.104,7842.0284432,530.9639999999999
37232,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,24670.0,2.9,76660.0,1.0,71310.0,2016,766.6,960.7797800000001,715.43,1502.536,1883.1283688,1402.2428
38013,999000,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-0000,Computer and Mathematical Occupations,253600.0,0.3,81110.0,0.3,79500.0,2016,243.33,304.965489,760.8,476.9268,597.73235844,1491.168
