,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
7316,326000,Plastics and Rubber Products Manufacturing,15-0000,Computer and Mathematical Occupations,4040.0,3.9,66880.0,1.2,65030.0,2012,802.56,1005.8484480000001,157.56,1573.0176,1971.4629580800001,308.8176
7721,327000,Nonmetallic Mineral Product Manufacturing,15-0000,Computer and Mathematical Occupations,1120.0,5.6,69750.0,2.1,67940.0,2012,1464.75,1835.7711750000003,62.72,2870.91,3598.1115030000005,122.93119999999999
8123,331000,Primary Metal Manufacturing,15-0000,Computer and Mathematical Occupations,2810.0,4.7,68120.0,1.1,66520.0,2012,749.32,939.1227560000001,132.07,1468.6672,1840.6806017600002,258.8572
8517,332000,Fabricated Metal Product Manufacturing,15-0000,Computer and Mathematical Occupations,9180.0,2.5,68430.0,1.1,66070.0,2012,752.73,943.396509,229.5,1475.3508,1849.05715764,449.82
9049,333000,Machinery Manufacturing,15-0000,Computer and Mathematical Occupations,21560.0,3.7,76740.0,1.2,74130.0,2012,920.88,1154.1389040000001,797.72,1804.9248,2262.11225184,1563.5312000000001
9555,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and Mathematical Occupations,142800.0,3.7,95310.0,1.2,92970.0,2012,1143.72,1433.424276,5283.6,2241.6912,2809.5115809599997,10355.856
10069,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,6550.0,6.0,75880.0,1.7,73950.0,2012,1289.96,1616.706868,393.0,2528.3216,3168.7454612799997,770.28
10484,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,47650.0,5.0,93900.0,1.6,92540.0,2012,1502.4,1882.95792,2382.5,2944.704,3690.5975232,4669.7
11043,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,2430.0,33.2,58800.0,2.1,54550.0,2012,1234.8,1547.57484,806.76,2420.208,3033.2466864,1581.2495999999999
11416,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,11290.0,4.7,74020.0,1.2,71940.0,2012,888.24,1113.231192,530.63,1740.9504,2181.93313632,1040.0348
11956,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,125950.0,2.7,78920.0,1.0,74770.0,2012,789.2,989.10436,3400.65,1546.832,1938.6445456000001,6665.274
12694,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,20340.0,4.3,68500.0,0.9,65150.0,2012,616.5,772.6594500000001,874.62,1208.34,1514.412522,1714.2552
13347,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,33140.0,8.3,79480.0,1.4,76370.0,2012,1112.72,1394.5719760000002,2750.62,2180.9312,2733.3610729600005,5391.2152
13881,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,1810.0,6.5,54620.0,3.5,50520.0,2012,1911.7,2395.93361,117.65,3746.9320000000002,4696.0298756,230.594
14219,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,970.0,21.9,49100.0,8.0,41870.0,2012,3928.0,4922.9624,212.43,7698.88,9649.006304,416.3628
14540,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,17580.0,5.5,65170.0,1.8,58560.0,2012,1173.06,1470.1960980000001,966.9,2299.1976,2881.5843520800004,1895.124
14823,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,1130.0,12.5,51400.0,3.7,48210.0,2012,1901.8,2383.52594,141.25,3727.528,4671.7108424,276.85
15184,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,960.0,8.0,45060.0,3.9,41360.0,2012,1757.34,2202.474222,76.8,3444.3864,4316.84947512,150.528
15519,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,1120.0,13.2,63480.0,4.6,59850.0,2012,2920.08,3659.736264,147.84,5723.3568,7173.08307744,289.7664
15814,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,250.0,12.8,49250.0,5.4,47750.0,2012,2659.5,3333.15135,32.0,5212.62,6532.976646,62.72
16040,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,1070.0,18.5,67680.0,8.1,53260.0,2012,5482.08,6870.690864,197.95,10744.8768,13466.55409344,387.98199999999997
16278,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,1040.0,11.6,52560.0,5.2,44240.0,2012,2733.12,3425.4192960000005,120.64,5356.9151999999995,6713.821820160001,236.4544
16577,452000,General Merchandise Stores,15-0000,Computer and Mathematical Occupations,400.0,12.1,57100.0,6.1,52720.0,2012,3483.1,4365.36923,48.4,6826.875999999999,8556.123690800001,94.86399999999999
16915,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,5290.0,6.4,35170.0,4.3,25860.0,2012,1512.31,1895.3781230000002,338.56,2964.1276,3714.9411210800004,663.5776
17312,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,21190.0,2.6,82670.0,5.7,82130.0,2012,4712.19,5905.787727000001,550.94,9235.892399999999,11575.343944920001,1079.8424
17795,481000,Air Transportation,15-0000,Computer and Mathematical Occupations,8000.0,23.3,79320.0,1.8,77650.0,2012,1427.76,1789.4116080000001,1864.0,2798.4096,3507.24675168,3653.44
18143,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,2910.0,23.1,89940.0,2.1,90380.0,2012,1888.74,2367.157842,672.21,3701.9303999999997,4639.62937032,1317.5316
18483,483000,Water Transportation,15-0000,Computer and Mathematical Occupations,490.0,9.3,78910.0,3.2,76460.0,2012,2525.12,3164.732896,45.57,4949.2352,6202.87647616,89.3172
18716,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,2450.0,5.8,62260.0,1.6,58170.0,2012,996.16,1248.4873280000002,142.1,1952.4735999999998,2447.0351628800004,278.51599999999996
19048,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,240.0,6.7,61520.0,3.1,57600.0,2012,1907.12,2390.1934960000003,16.08,3737.9552,4684.77925216,31.516799999999996
19310,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1100.0,10.7,79480.0,2.2,78150.0,2012,1748.56,2191.470248,117.7,3427.1776,4295.28168608,230.692
19774,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,4430.0,6.1,69250.0,1.6,66180.0,2012,1108.0,1388.6564,270.23,2171.68,2721.766544,529.6508
20252,491000,Postal Service,15-0000,Computer and Mathematical Occupations,1980.0,0.0,80620.0,0.8,79220.0,2012,644.96,808.3283680000001,0.0,1264.1216,1584.32360128,0.0
20493,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2820.0,6.4,67200.0,2.0,62350.0,2012,1344.0,1684.4352000000001,180.48,2634.24,3301.492992,353.7408
20733,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,4100.0,5.3,63320.0,1.4,59470.0,2012,886.48,1111.025384,217.3,1737.5008,2177.60975264,425.908
21140,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,164030.0,2.1,87260.0,3.0,85700.0,2012,2617.8,3280.8887400000003,3444.63,5130.888,6430.541930400001,6751.4748
21533,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,9990.0,20.2,83180.0,2.3,79840.0,2012,1913.1399999999996,2397.738362,2017.98,3749.7543999999994,4699.56718952,3955.2408
21893,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,8330.0,10.4,70370.0,2.6,65700.0,2012,1829.62,2293.062746,866.32,3586.0552,4494.40298216,1697.9872
22203,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,113290.0,1.7,79800.0,0.7,77870.0,2012,558.6,700.09338,1925.93,1094.856,1372.1830248,3774.8228
22580,518000,"Data Processing, Hosting, and Related Services",15-0000,Computer and Mathematical Occupations,101220.0,2.9,78310.0,1.5,76300.0,2012,1174.65,1472.1888450000001,2935.38,2302.3140000000003,2885.4901362,5753.3448
22893,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,42080.0,3.3,87170.0,1.7,83370.0,2012,1481.89,1857.2527370000003,1388.64,2904.5044000000003,3640.2153645200005,2721.7344000000003
23202,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,3400.0,18.9,85990.0,2.7,84660.0,2012,2321.7300000000005,2909.8242090000003,642.5999999999999,4550.590800000001,5703.255449640001,1259.4959999999999
23392,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,108630.0,1.9,80910.0,1.0,78950.0,2012,809.1,1014.0450300000001,2063.97,1585.836,1987.5282588000002,4045.3811999999994
23746,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,53540.0,4.0,96350.0,1.4,91700.0,2012,1348.9,1690.5763700000002,2141.6,2643.844,3313.5296852000006,4197.536
24091,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,158010.0,2.2,80740.0,0.5,78730.0,2012,403.7,505.95721000000003,3476.22,791.252,991.6761316000001,6813.391199999999
24564,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and Mathematical Occupations,7850.0,6.8,91340.0,1.9,89070.0,2012,1735.46,2175.0520180000003,533.8,3401.5016,4263.101955280001,1046.2479999999998
24839,531000,Real Estate,15-0000,Computer and Mathematical Occupations,7300.0,4.1,65350.0,1.4,60240.0,2012,914.9,1146.64417,299.29999999999995,1793.204,2247.4225732,586.6279999999999
25339,532000,Rental and Leasing Services,15-0000,Computer and Mathematical Occupations,2930.0,9.3,71510.0,2.8,67630.0,2012,2002.28,2509.4575240000004,272.49,3924.4688,4918.536747040001,534.0804
25776,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1460.0,18.2,72420.0,4.0,68000.0,2012,2896.8,3630.55944,265.72,5677.728,7115.8965024,520.8112000000001
26014,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1250230.0,0.7,84820.0,0.4,79810.0,2012,339.28,425.21962400000007,8751.61,664.9888,833.4304630400001,17153.155600000002
27029,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,210550.0,1.7,79400.0,0.5,77700.0,2012,397.0,497.56010000000003,3579.35,778.12,975.217796,7015.526
27974,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,149810.0,1.9,71650.0,0.7,66980.0,2012,501.55,628.592615,2846.39,983.038,1232.0415254,5578.9244
29048,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1550.0,6.8,76230.0,2.6,76540.0,2012,1981.98,2484.015534,105.4,3884.6808,4868.670446640001,206.584
29506,611000,Educational Services,15-0000,Computer and Mathematical Occupations,209450.0,1.4,59630.0,0.7,56190.0,2012,417.41,523.139953,2932.3,818.1236,1025.3543078799999,5747.308
30570,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,32520.0,2.5,65180.0,1.7,61390.0,2012,1108.06,1388.7315980000003,813.0,2171.7976,2721.9139320800004,1593.48
31268,622000,Hospitals,15-0000,Computer and Mathematical Occupations,68400.0,1.6,67170.0,0.6,65160.0,2012,403.02,505.10496600000005,1094.4,789.9191999999999,990.00573336,2145.0240000000003
32045,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2270.0,4.0,54730.0,1.0,52080.0,2012,547.3,685.9310900000002,90.8,1072.7079999999999,1344.4249364000002,177.968
32587,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,6960.0,2.3,55010.0,1.4,49660.0,2012,770.14,965.216462,160.07999999999998,1509.4743999999998,1891.82426552,313.75679999999994
33217,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,2490.0,5.2,65380.0,1.6,61050.0,2012,1046.08,1311.052064,129.48,2050.3167999999996,2569.66204544,253.78079999999997
33703,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1460.0,4.5,60160.0,1.4,56530.0,2012,842.24,1055.579392,65.7,1650.7904,2068.93560832,128.772
34149,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,2440.0,6.0,60530.0,3.8,58250.0,2012,2300.14,2882.7654620000003,146.4,4508.274399999999,5650.220305520001,286.944
34741,721000,Accommodation,15-0000,Computer and Mathematical Occupations,2160.0,6.5,54730.0,1.3,49800.0,2012,711.49,891.710417,140.4,1394.5203999999999,1747.75241732,275.184
35233,722000,Food Services and Drinking Places,15-0000,Computer and Mathematical Occupations,210.0,16.7,53310.0,4.5,51770.0,2012,2398.95,3006.6040350000003,35.07,4701.942,5892.9439086,68.7372
35568,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,7510.0,7.1,59890.0,3.2,53800.0,2012,1916.48,2401.924384,533.21,3756.3008,4707.77179264,1045.0916
36063,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,1150.0,13.5,64790.0,6.1,60800.0,2012,3952.19,4953.279727,155.25,7746.2924,9708.42826492,304.29
36555,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,21370.0,2.1,68190.0,0.9,64280.0,2012,613.71,769.1627430000001,448.77,1202.8716,1507.5589762800003,879.5891999999999
37288,999000,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-0000,Computer and Mathematical Occupations,246220.0,0.2,76070.0,0.3,74580.0,2012,228.21,286.015593,492.44,447.2916,560.5905622800001,965.1824
