,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
7739,327000,Nonmetallic Mineral Product Manufacturing,15-0000,Computer and Mathematical Occupations,1010.0,5.8,68000.0,2.2,65940.0,2013,1496.0,1874.9368000000002,58.58,2932.16,3674.8761280000003,114.8168
8143,331000,Primary Metal Manufacturing,15-0000,Computer and Mathematical Occupations,2910.0,5.2,68800.0,1.1,67370.0,2013,756.8,948.4974400000001,151.32,1483.328,1859.0549824000002,296.5872
8555,332000,Fabricated Metal Product Manufacturing,15-0000,Computer and Mathematical Occupations,9250.0,2.0,67840.0,1.0,64940.0,2013,678.4,850.2387200000001,185.0,1329.664,1666.4678912000002,362.59999999999997
9072,333000,Machinery Manufacturing,15-0000,Computer and Mathematical Occupations,21290.0,3.9,79500.0,1.7,77140.0,2013,1351.5,1693.8349500000002,830.31,2648.94,3319.916502,1627.4075999999998
9592,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and Mathematical Occupations,128970.0,4.1,97470.0,1.2,96120.0,2013,1169.64,1465.909812,5287.77,2292.4944,2873.18323152,10364.0292
10100,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,6980.0,5.7,79380.0,1.9,76960.0,2013,1508.22,1890.252126,397.86,2956.1112,3704.89416696,779.8056
10517,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,49450.0,7.3,95650.0,1.7,93960.0,2013,1626.05,2037.9284650000002,3609.85,3187.058,3994.3397914,7075.306
11080,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,2530.0,32.3,60100.0,2.1,55530.0,2013,1262.1,1581.7899300000001,817.19,2473.716,3100.3082628,1601.6924000000001
11463,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,10750.0,4.4,77360.0,1.3,74930.0,2013,1005.68,1260.418744,473.00000000000006,1971.1327999999999,2470.42073824,927.08
12011,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,120040.0,2.9,79650.0,1.1,75320.0,2013,876.15,1098.0787950000001,3481.16,1717.254,2152.2344382,6823.0736
12759,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,19700.0,3.4,69110.0,0.9,65490.0,2013,621.99,779.540067,669.8,1219.1004,1527.89853132,1312.808
13421,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,34860.0,9.1,81860.0,1.2,78820.0,2013,982.32,1231.141656,3172.26,1925.3472000000002,2413.03764576,6217.6296
13943,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,1920.0,6.0,53790.0,2.7,49140.0,2013,1452.33,1820.2051890000002,115.2,2846.5667999999996,3567.6021704400005,225.792
14275,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,880.0,10.0,57880.0,3.9,53570.0,2013,2257.32,2829.099156,88.0,4424.3472,5545.03434576,172.48
14583,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,12640.0,6.1,64880.0,2.2,58250.0,2013,1427.36,1788.910288,771.04,2797.6256,3506.26416448,1511.2384
14850,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,1160.0,15.2,49370.0,4.9,44250.0,2013,2419.13,3031.8956290000006,176.32,4741.4948,5942.515432840001,345.5872
15192,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,940.0,8.0,47350.0,3.8,43420.0,2013,1799.3,2255.06269,75.2,3526.6279999999997,4419.9228724,147.392
15536,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,1250.0,13.7,71230.0,9.8,60500.0,2013,6980.54,8748.710782000002,171.25,13681.8584,17147.473132720002,335.65
15836,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,210.0,21.6,49460.0,8.1,43800.0,2013,4006.26,5021.045658,45.36,7852.2696000000005,9841.24948968,88.90559999999999
16049,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,1140.0,16.9,71310.0,9.5,56260.0,2013,6774.45,8490.418185,192.66,13277.921999999999,16641.2196426,377.61359999999996
16287,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,1230.0,11.2,46990.0,4.9,37430.0,2013,2302.51,2885.7357830000005,137.76,4512.9196,5656.042134680001,270.0096
16572,452000,General Merchandise Stores,15-0000,Computer and Mathematical Occupations,360.0,19.4,63210.0,5.9,61870.0,2013,3729.39,4674.044487,69.83999999999999,7309.604399999999,9161.12719452,136.88639999999998
16886,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,6010.0,5.9,32830.0,3.5,24940.0,2013,1149.05,1440.1043650000001,354.59,2252.138,2822.6045554,694.9964
17266,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,23710.0,3.8,82130.0,6.0,81950.0,2013,4927.8,6176.01174,900.98,9658.488,12104.9830104,1765.9208
17751,481000,Air Transportation,15-0000,Computer and Mathematical Occupations,6780.0,23.9,82550.0,2.4,81110.0,2013,1981.2,2483.03796,1620.42,3883.152,4866.7544016,3176.0232
18083,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,2870.0,23.2,89630.0,2.5,90330.0,2013,2240.75,2808.331975,665.84,4391.87,5504.330671,1305.0464
18414,483000,Water Transportation,15-0000,Computer and Mathematical Occupations,810.0,10.2,78310.0,3.8,76970.0,2013,2975.78,3729.545074,82.62,5832.5288,7309.90834504,161.9352
18659,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,2640.0,6.5,62170.0,1.2,58650.0,2013,746.04,935.0119320000001,171.6,1462.2384,1832.62338672,336.33599999999996
18990,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,280.0,8.7,67390.0,4.3,62330.0,2013,2897.77,3631.775141,24.36,5679.6292,7118.27927636,47.745599999999996
19252,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1000.0,11.4,82230.0,2.4,82010.0,2013,1973.52,2473.412616,114.0,3868.0992,4847.88872736,223.44
19727,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,4890.0,5.8,70690.0,1.5,68450.0,2013,1060.35,1328.936655,283.62,2078.2859999999996,2604.7158437999997,555.8952
20205,491000,Postal Service,15-0000,Computer and Mathematical Occupations,1960.0,0.0,78990.0,0.8,78370.0,2013,631.92,791.9853360000001,0.0,1238.5631999999998,1552.2912585600002,0.0
20439,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2650.0,7.3,71070.0,2.1,67300.0,2013,1492.47,1870.5126510000002,193.45,2925.2412,3666.2047959600004,379.162
20654,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,3940.0,5.7,63120.0,1.4,59500.0,2013,883.68,1107.5161440000002,224.58,1732.0128,2170.7316422400004,440.1768
21055,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,171540.0,2.4,92900.0,5.5,91310.0,2013,5109.5,6403.73635,4116.96,10014.619999999999,12551.323246,8069.2416
21448,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,6610.0,8.0,84710.0,1.8,81320.0,2013,1524.78,1911.0067740000002,528.8,2988.5688,3745.5732770400004,1036.4479999999999
21817,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,9760.0,5.9,72850.0,2.1,68730.0,2013,1529.85,1917.361005,575.84,2998.506,3758.0275698,1128.6464
22126,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,117060.0,1.9,81950.0,0.7,80240.0,2013,573.65,718.955545,2224.14,1124.354,1409.1528682,4359.314399999999
22492,518000,"Data Processing, Hosting, and Related Services",15-0000,Computer and Mathematical Occupations,106290.0,3.6,80410.0,1.6,78120.0,2013,1286.56,1612.4456480000001,3826.44,2521.6576,3160.39347008,7499.8224
22817,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,51370.0,19.7,101750.0,8.8,95510.0,2013,8954.000000000002,11222.048200000003,10119.89,17549.840000000004,21995.214472000007,19834.984399999998
23149,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,3820.0,17.6,91800.0,4.0,89400.0,2013,3672.0,4602.1176000000005,672.32,7197.12,9020.150496,1317.7472
23339,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,119660.0,2.1,82250.0,0.9,80440.0,2013,740.25,927.755325,2512.86,1450.8899999999999,1818.400437,4925.2056
23687,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,53950.0,4.0,100010.0,1.4,94720.0,2013,1400.14,1754.795462,2158.0,2744.2744000000002,3439.39910552,4229.68
24032,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,156720.0,2.3,82330.0,0.5,80200.0,2013,411.65,515.9209450000001,3604.56,806.834,1011.2050522000002,7064.9376
24473,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and Mathematical Occupations,1680.0,7.3,86040.0,2.4,82320.0,2013,2064.96,2588.014368,122.64,4047.3216,5072.50816128,240.3744
24676,531000,Real Estate,15-0000,Computer and Mathematical Occupations,7500.0,4.1,65410.0,1.3,59540.0,2013,850.33,1065.718589,307.49999999999994,1666.6468,2088.80843444,602.6999999999999
25172,532000,Rental and Leasing Services,15-0000,Computer and Mathematical Occupations,2230.0,8.3,78170.0,3.0,72710.0,2013,2345.1,2939.1138300000002,185.09,4596.396,5760.663106800001,362.7764
25616,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1290.0,15.2,74520.0,2.7,69480.0,2013,2012.04,2521.6897320000003,196.08,3943.5984,4942.51187472,384.3168
25858,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1313190.0,0.8,86220.0,0.4,81270.0,2013,344.88,432.238104,10505.52,675.9648,847.18668384,20590.8192
26901,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,221450.0,1.8,81420.0,0.5,79200.0,2013,407.1,510.21843,3986.1,797.916,1000.0281228,7812.755999999999
27862,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,175260.0,1.9,73450.0,0.7,69090.0,2013,514.15,644.3841950000001,3329.94,1007.7339999999999,1262.9930222,6526.6824
28948,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1430.0,9.7,74200.0,2.2,72510.0,2013,1632.4,2045.8869200000001,138.70999999999998,3199.504,4009.9383632000004,271.87159999999994
29394,611000,Educational Services,15-0000,Computer and Mathematical Occupations,207800.0,1.4,60250.0,0.6,57040.0,2013,361.5,453.06795000000005,2909.2,708.54,888.0131820000001,5702.031999999999
30454,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,33750.0,2.4,66400.0,0.7,62800.0,2013,464.8,582.53384,810.0,911.008,1141.7663264,1587.6
31154,622000,Hospitals,15-0000,Computer and Mathematical Occupations,70790.0,1.5,69290.0,0.5,67430.0,2013,346.45,434.20578500000005,1061.85,679.0419999999999,851.0433386000001,2081.2259999999997
31938,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2270.0,4.3,55190.0,1.0,52730.0,2013,551.9,691.69627,97.61,1081.724,1355.7246892,191.3156
32486,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,7780.0,4.8,55690.0,1.1,49620.0,2013,612.59,767.7590470000001,373.44,1200.6764,1504.8077321200003,731.9424
33118,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,3240.0,8.9,72270.0,2.8,67290.0,2013,2023.56,2536.1277480000003,288.36,3966.1776,4970.81038608,565.1856
33626,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1510.0,4.5,62520.0,1.4,58460.0,2013,875.28,1096.9884240000001,67.95,1715.5488,2150.09731104,133.18200000000002
34077,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,2240.0,6.4,61910.0,3.5,59440.0,2013,2166.85,2715.7131050000003,143.36,4247.026,5322.7976858,280.98560000000003
34662,721000,Accommodation,15-0000,Computer and Mathematical Occupations,2340.0,5.4,56020.0,1.3,51400.0,2013,728.26,912.7282580000001,126.36,1427.3896,1788.9473856800003,247.66559999999998
35156,722000,Food Services and Drinking Places,15-0000,Computer and Mathematical Occupations,490.0,16.8,58430.0,11.3,51330.0,2013,6602.59,8275.026047,82.32,12941.0764,16219.051052119998,161.3472
35498,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,8140.0,7.6,62080.0,3.8,55310.0,2013,2359.04,2956.584832,618.64,4623.7184,5794.90627072,1212.5344
35995,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,1350.0,14.8,67650.0,4.6,62780.0,2013,3111.9,3900.1442700000002,199.8,6099.324,7644.2827692,391.608
36492,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,23110.0,2.1,70680.0,1.0,66940.0,2013,706.8,885.83244,485.31,1385.328,1736.2315824,951.2076
37235,999000,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-0000,Computer and Mathematical Occupations,246900.0,0.3,77010.0,0.3,75300.0,2013,231.03,289.549899,740.7,452.8188,567.51780204,1451.7720000000002
