,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
10299,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,8540.0,6.8,84260.0,1.6,79130.0,2017,1348.16,1689.648928,580.72,2642.3936000000003,3311.7118988800003,1138.2112
10719,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,52860.0,3.3,106600.0,1.6,103470.0,2017,1705.6,2137.6284800000003,1744.38,3342.9759999999997,4189.7518208,3418.9848
11247,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,2420.0,11.5,61760.0,2.5,57560.0,2017,1544.0,1935.0952000000002,278.3,3026.24,3792.7865920000004,545.468
11630,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,11680.0,4.4,84510.0,1.6,80500.0,2017,1352.16,1694.6621280000002,513.9200000000001,2650.2336,3321.53777088,1007.2832000000001
12193,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,122080.0,3.2,85280.0,1.1,79210.0,2017,938.0800000000002,1175.6956640000003,3906.56,1838.6368000000002,2304.3635014400006,7656.857599999999
12967,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,18610.0,2.8,76030.0,1.0,70480.0,2017,760.3,952.88399,521.08,1490.1879999999999,1867.6526204,1021.3168000000001
13656,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,34690.0,5.4,88090.0,1.3,82000.0,2017,1145.17,1435.2415610000003,1873.26,2244.5332000000003,2813.0734595600006,3671.5896
14260,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,3980.0,5.4,58720.0,2.5,51270.0,2017,1468.0,1839.8444,214.92,2877.2799999999997,3606.0950239999997,421.24319999999994
14622,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,1520.0,16.6,62920.0,3.2,57660.0,2017,2013.44,2523.444352,252.32000000000005,3946.3424,4945.95092992,494.5472000000001
14919,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,6040.0,10.6,66740.0,5.3,61280.0,2017,3537.22,4433.1978260000005,640.24,6932.9511999999995,8689.06773896,1254.8704
15173,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,1620.0,22.2,50370.0,8.9,43540.0,2017,4482.93,5618.456169,359.64,8786.542800000001,11012.17409124,704.8943999999999
15531,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,1590.0,9.2,48450.0,5.3,41710.0,2017,2567.85,3218.2864050000003,146.27999999999997,5032.986,6307.8413538,286.70879999999994
15899,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,1820.0,12.9,82110.0,13.7,66810.0,2017,11249.07,14098.459431000001,234.78,22048.1772,27632.980484760003,460.1688
16199,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,100.0,18.0,45540.0,6.6,42100.0,2017,3005.64,3766.9686120000006,18.0,5891.0544,7383.258479520001,35.28
16421,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,1600.0,13.5,65710.0,4.9,56160.0,2017,3219.79,4035.362807,216.0,6310.7883999999995,7909.31110172,423.36
16660,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,1980.0,9.8,55020.0,3.5,47370.0,2017,1925.7,2413.4798100000003,194.04,3774.372,4730.4204276,380.3184
17309,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,3910.0,6.4,50090.0,3.3,42940.0,2017,1652.97,2071.667301,250.24,3239.8212,4060.46790996,490.4704
17716,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,24460.0,6.4,83450.0,1.5,78570.0,2017,1251.75,1568.818275,1565.44,2453.43,3074.883819,3068.2624
18183,481000,Air Transportation,15-0000,Computer and Mathematical Occupations,2950.0,9.7,90590.0,2.8,91080.0,2017,2536.5199999999995,3179.020516,286.15,4971.579199999999,6230.8802113599995,560.8539999999999
18506,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,3310.0,12.9,92580.0,2.1,91070.0,2017,1944.18,2436.6407940000004,426.99,3810.5928,4775.815956240001,836.9004
19117,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,3430.0,11.5,64680.0,2.9,61630.0,2017,1875.72,2350.839876,394.45,3676.4112,4607.64615696,773.122
19476,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,590.0,23.0,100600.0,12.0,87960.0,2017,12072.0,15129.8376,135.7,23661.12,29654.481696000003,265.972
19730,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1360.0,12.1,93410.0,3.5,90580.0,2017,3269.35,4097.476355000001,164.56,6407.9259999999995,8031.053655800001,322.5376
20202,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,7110.0,7.8,79150.0,1.3,75450.0,2017,1028.95,1289.583035,554.58,2016.742,2527.5827486000003,1086.9768000000001
20701,491000,Postal Service (federal government),15-0000,Computer and Mathematical Occupations,2100.0,0.0,84320.0,0.9,81890.0,2017,758.88,951.1043040000001,0.0,1487.4048,1864.1644358400001,0.0
20925,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2240.0,7.6,74420.0,1.7,71780.0,2017,1265.14,1585.5999620000002,170.24,2479.6744000000003,3107.7759255200003,333.67040000000003
21132,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,5600.0,4.3,71390.0,1.2,66360.0,2017,856.68,1073.677044,240.8,1679.0928,2104.40700624,471.968
21577,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,211370.0,4.6,101140.0,4.4,95960.0,2017,4450.160000000001,5577.385528000001,9723.019999999999,8722.313600000001,10931.67563488,19057.119199999997
21958,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,7170.0,6.0,86420.0,1.6,82040.0,2017,1382.72,1732.9629760000003,430.2,2710.1312,3396.6074329600006,843.192
22356,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,12440.0,5.9,83320.0,2.5,77260.0,2017,2083.0,2610.6239,733.96,4082.68,5116.822844,1438.5616
22675,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,135310.0,2.7,89660.0,0.8,86370.0,2017,717.28,898.967024,3653.37,1405.8688,1761.97536704,7160.6052
23034,518000,"Data Processing, Hosting, and Related Services",15-0000,Computer and Mathematical Occupations,126860.0,2.4,91470.0,1.1,87000.0,2017,1006.1700000000002,1261.0328610000004,3044.64,1972.0932000000003,2471.6244075600007,5967.4944
23357,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,79820.0,4.5,105760.0,1.6,103300.0,2017,1692.16,2120.7841280000002,3591.9,3316.6336,4156.736890880001,7040.124
23659,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,4290.0,11.1,102610.0,4.0,103190.0,2017,4104.4,5144.04452,476.19,8044.623999999999,10082.327259200001,933.3324
23856,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,154730.0,3.1,94480.0,1.5,92150.0,2017,1417.2,1776.17676,4796.63,2777.712,3481.3064496,9401.3948
24248,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,58420.0,3.4,108320.0,1.1,102850.0,2017,1191.5200000000002,1493.3320160000003,1986.28,2335.3792000000003,2926.9307513600006,3893.1088
24599,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,181100.0,1.8,89550.0,0.5,86810.0,2017,447.75,561.1650750000001,3259.8,877.59,1099.8835470000001,6389.2080000000005
25061,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and Mathematical Occupations,330.0,10.7,98210.0,3.7,90070.0,2017,3633.77,4554.203941000001,35.309999999999995,7122.1892,8926.23972436,69.20759999999999
25233,531000,Real Estate,15-0000,Computer and Mathematical Occupations,12480.0,7.8,77770.0,2.2,71080.0,2017,1710.94,2144.3211020000003,973.44,3353.4424,4202.8693599200005,1907.9424000000001
25732,532000,Rental and Leasing Services,15-0000,Computer and Mathematical Occupations,3570.0,9.2,78340.0,2.0,72560.0,2017,1566.8,1963.6704400000003,328.44,3070.928,3848.7940624000007,643.7424
26222,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1340.0,11.9,74620.0,3.0,67410.0,2017,2238.6,2805.63738,159.46,4387.656,5499.0492648,312.5416
26463,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1531440.0,0.6,93840.0,0.4,88060.0,2017,375.36,470.438688,9188.64,735.7056,922.05982848,18009.734399999998
27494,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,266950.0,1.5,89590.0,0.5,86580.0,2017,447.95,561.415735,4004.25,877.982,1100.3748406,7848.33
28438,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,215100.0,2.3,82380.0,0.7,76450.0,2017,576.66,722.727978,4947.299999999999,1130.2536,1416.54683688,9696.707999999999
29513,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1310.0,13.5,81770.0,3.7,82080.0,2017,3025.49,3791.846617,176.85,5929.960399999999,7432.01936932,346.626
29964,611000,Educational Services,15-0000,Computer and Mathematical Occupations,221950.0,1.1,65930.0,0.6,61850.0,2017,395.58,495.780414,2441.4500000000003,775.3367999999999,971.72961144,4785.242
31023,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,41700.0,3.6,71820.0,1.1,67370.0,2017,790.02,990.132066,1501.2,1548.4392,1940.65884936,2942.352
31704,622000,Hospitals,15-0000,Computer and Mathematical Occupations,81390.0,1.8,76040.0,0.6,73500.0,2017,456.24,571.805592,1465.02,894.2304,1120.7389603200002,2871.4392
32470,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2940.0,4.2,55770.0,1.3,52330.0,2017,725.01,908.6550330000001,123.48,1421.0195999999999,1780.9638646800001,242.0208
33011,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,10040.0,4.8,56800.0,1.4,51810.0,2017,795.2,996.6241600000001,481.92,1558.592,1953.3833536000002,944.5632
33668,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,3860.0,6.3,71170.0,2.0,64210.0,2017,1423.4,1783.94722,243.18,2789.864,3496.5365512,476.63280000000003
34197,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1820.0,3.4,67580.0,1.8,61380.0,2017,1216.44,1524.564252,61.88,2384.2224,2988.1459339199996,121.2848
34657,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,3930.0,5.9,71670.0,4.8,63950.0,2017,3440.16,4311.552528,231.87,6742.7136,8450.64295488,454.4652
35254,721000,Accommodation,15-0000,Computer and Mathematical Occupations,3430.0,5.5,60990.0,1.7,54750.0,2017,1036.83,1299.459039,188.65,2032.1867999999997,2546.93971644,369.754
35789,722000,Food Services and Drinking Places,15-0000,Computer and Mathematical Occupations,1070.0,16.1,56210.0,3.2,49940.0,2017,1798.72,2254.3357760000004,172.27,3525.4912,4418.498120960001,337.6492
36143,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,8440.0,4.1,66410.0,2.4,57710.0,2017,1593.84,1997.559672,346.04,3123.9264,3915.21695712,678.2384000000001
36654,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,2140.0,13.2,76820.0,4.7,71210.0,2017,3610.54,4525.089782,282.48,7076.658399999999,8869.17597272,553.6608
37182,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,25700.0,2.3,78290.0,0.9,73190.0,2017,704.61,883.0877130000001,591.0999999999999,1381.0356,1730.85191748,1158.5559999999998
37971,999000,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",15-0000,Computer and Mathematical Occupations,255270.0,0.3,83340.0,0.3,81790.0,2017,250.02,313.350066,765.81,490.0392,614.16612936,1500.9876
