,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
9828,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and Mathematical Occupations,135440.0,3.1,104870.0,2.8,102040.0,2015,2936.36,3680.139988,4198.64,5755.2656,7213.07437648,8229.3344
10337,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,7260.0,6.5,81200.0,1.4,77220.0,2015,1136.8,1424.75144,471.9,2228.1279999999997,2792.5128224,924.924
10754,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,51880.0,5.5,102000.0,1.6,100250.0,2015,1632.0,2045.3856000000003,2853.4,3198.72,4008.9557760000007,5592.664
11290,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,2690.0,11.0,61760.0,2.9,57980.0,2015,1791.04,2244.7104320000003,295.9,3510.4384,4399.63244672,579.9639999999999
11667,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,10370.0,4.4,79670.0,1.3,76250.0,2015,1035.71,1298.0553430000002,456.2800000000001,2029.9916,2544.1884722800005,894.3088000000001
12236,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,120560.0,2.9,82980.0,0.9,77930.0,2015,746.82,935.9895060000001,3496.24,1463.7672,1834.5394317600003,6852.630399999999
12981,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,18190.0,3.4,72140.0,0.8,68060.0,2015,577.12,723.3044960000001,618.46,1131.1552,1417.67681216,1212.1816000000001
13651,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,31220.0,7.6,85010.0,1.2,79410.0,2015,1020.12,1278.516396,2372.72,1999.4352,2505.89213616,4650.531199999999
14218,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,2730.0,5.8,56160.0,2.5,48670.0,2015,1404.0,1759.6332,158.34,2751.84,3448.881072,310.3464
14559,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,1000.0,11.0,56810.0,3.0,50020.0,2015,1704.3,2135.9991900000005,110.0,3340.428,4186.558412400001,215.6
14857,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,8640.0,9.8,64800.0,3.8,58000.0,2015,2462.4,3086.12592,846.72,4826.304,6048.8068032,1659.5712
15112,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,1300.0,16.8,51220.0,3.9,46190.0,2015,1997.58,2503.567014,218.4,3915.2567999999997,4906.99134744,428.064
15470,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,1380.0,11.7,52200.0,4.2,46790.0,2015,2192.4,2747.7349200000003,161.45999999999998,4297.104,5385.560443200001,316.4616
15821,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,1280.0,16.7,74980.0,11.8,62980.0,2015,8847.64,11088.747212,213.76,17341.374399999997,21733.94453552,418.96959999999996
16124,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,180.0,22.8,49430.0,6.3,43370.0,2015,3114.09,3902.888997,41.04,6103.6164,7649.6624341199995,80.4384
16325,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,1100.0,14.3,60870.0,4.3,55740.0,2015,2617.41,3280.399953,157.3,5130.1236,6429.58390788,308.308
16555,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,2100.0,13.3,49830.0,4.9,42860.0,2015,2441.67,3060.1450110000005,279.3,4785.6732,5997.884221560001,547.428
17152,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,4380.0,6.0,41960.0,3.2,34620.0,2015,1342.72,1682.8309760000002,262.8,2631.7312,3298.3487129600003,515.088
17553,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,23160.0,5.8,78340.0,2.2,74600.0,2015,1723.48,2160.037484,1343.28,3378.0208,4233.67346864,2632.8288
18027,481000,Air Transportation,15-0000,Computer and Mathematical Occupations,3440.0,19.3,87000.0,3.3,87410.0,2015,2871.0,3598.2243000000003,663.92,5627.16,7052.519628000001,1301.2831999999999
18334,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,2580.0,13.3,88730.0,2.4,89410.0,2015,2129.52,2668.927416,343.14,4173.8592,5231.09773536,672.5544
18664,483000,Water Transportation,15-0000,Computer and Mathematical Occupations,800.0,11.7,85610.0,4.1,83650.0,2015,3510.0099999999993,4399.095533,93.6,6879.619599999998,8622.22724468,183.456
18926,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,3480.0,9.3,64610.0,2.8,61210.0,2015,1809.08,2267.3199640000003,323.64000000000004,3545.7967999999996,4443.94712944,634.3344000000001
19262,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,340.0,8.1,69630.0,3.9,65250.0,2015,2715.57,3403.4238810000006,27.54,5322.5172,6670.710806760001,53.9784
19517,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1260.0,7.3,92950.0,3.9,93040.0,2015,3625.05,4543.275165,91.98,7105.098,8904.8193234,180.2808
19999,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,6460.0,6.7,75700.0,1.2,72650.0,2015,908.4,1138.49772,432.82,1780.464,2231.4555312,848.3272
20480,491000,Postal Service,15-0000,Computer and Mathematical Occupations,1960.0,0.0,81380.0,0.8,80180.0,2015,651.04,815.948432,0.0,1276.0384,1599.25892672,0.0
20708,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2310.0,9.1,74620.0,2.3,72080.0,2015,1716.26,2150.988658,210.21,3363.8696,4215.93776968,412.0116
20916,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,4600.0,4.3,67040.0,1.6,62240.0,2015,1072.64,1344.339712,197.8,2102.3744,2634.90583552,387.688
21335,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,194910.0,2.6,98350.0,4.7,95970.0,2015,4622.45,5793.3165850000005,5067.66,9060.001999999999,11354.9005066,9932.613599999999
21737,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,6320.0,9.4,82510.0,1.6,78840.0,2015,1320.16,1654.556528,594.08,2587.5136,3242.93079488,1164.3968
22134,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,11210.0,5.9,80570.0,3.1,75090.0,2015,2497.67,3130.3298110000005,661.39,4895.4332,6135.446429560001,1296.3244
22449,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,130010.0,2.2,85230.0,0.9,81570.0,2015,767.07,961.3688310000001,2860.22,1503.4572,1884.2829087600003,5606.031199999999
22819,518000,"Data Processing, Hosting, and Related Services",15-0000,Computer and Mathematical Occupations,117680.0,2.3,85130.0,1.1,81300.0,2015,936.4300000000002,1173.6277190000003,2706.64,1835.4028000000003,2300.3103292400006,5305.0144
23137,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,74850.0,15.8,112320.0,7.7,108570.0,2015,8648.64,10839.340512,11826.3,16951.3344,21245.10740352,23179.548
23460,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,4120.0,16.7,95620.0,3.6,93290.0,2015,3442.32,4314.259656,688.04,6746.9472000000005,8455.94892576,1348.5584
23656,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,127030.0,2.4,86920.0,1.0,84900.0,2015,869.2,1089.3683600000002,3048.72,1703.632,2135.1619856,5975.4911999999995
24021,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,61590.0,4.0,105820.0,1.2,100430.0,2015,1269.84,1591.490472,2463.6,2488.8864,3119.32132512,4828.656
24381,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,163670.0,1.6,85730.0,0.5,83180.0,2015,428.65,537.227045,2618.72,840.154,1052.9650081999998,5132.691199999999
24835,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and Mathematical Occupations,1250.0,5.4,88640.0,3.0,83940.0,2015,2659.2,3332.77536,67.5,5212.031999999999,6532.2397056,132.3
25020,531000,Real Estate,15-0000,Computer and Mathematical Occupations,9130.0,4.9,69090.0,1.8,63480.0,2015,1243.62,1558.628946,447.37,2437.4952,3054.91273416,876.8452
25517,532000,Rental and Leasing Services,15-0000,Computer and Mathematical Occupations,3070.0,9.7,78490.0,2.4,74430.0,2015,1883.76,2360.916408,297.78999999999996,3692.1695999999997,4627.39615968,583.6683999999999
26000,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1500.0,12.2,73310.0,2.9,67390.0,2015,2125.99,2664.5032670000005,183.0,4166.9403999999995,5222.426403320001,358.68
26240,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1439770.0,0.6,89920.0,0.3,85090.0,2015,269.76,338.0902080000001,8638.62,528.7296,662.6568076800002,16931.695200000002
27281,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,244940.0,1.9,85600.0,0.5,82740.0,2015,428.0,536.4124,4653.86,838.88,1051.368304,9121.5656
28235,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,210100.0,2.0,78100.0,0.7,72830.0,2015,546.7,685.17911,4202.0,1071.5320000000002,1342.9510556,8235.92
29327,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1450.0,14.4,84010.0,3.0,83570.0,2015,2520.3,3158.6919900000003,208.8,4939.7880000000005,6191.0363004,409.248
29786,611000,Educational Services,15-0000,Computer and Mathematical Occupations,213780.0,1.1,62590.0,0.6,58990.0,2015,375.54,470.664282,2351.5800000000004,736.0584,922.50199272,4609.0968
30842,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,35960.0,2.1,69450.0,1.4,65290.0,2015,972.3,1218.5835900000002,755.16,1905.7079999999999,2388.4238364000003,1480.1136
31534,622000,Hospitals,15-0000,Computer and Mathematical Occupations,74880.0,2.3,72940.0,0.6,70690.0,2015,437.64,548.4942120000001,1722.24,857.7744,1075.04865552,3375.5904
32316,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2440.0,4.5,54570.0,1.3,51160.0,2015,709.41,889.1035530000001,109.8,1390.4435999999998,1742.6429638800003,215.208
32854,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,9000.0,4.2,56060.0,1.1,50340.0,2015,616.6600000000001,772.8599780000001,378.0,1208.6536,1514.80555688,740.88
33501,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,4240.0,9.2,75830.0,3.2,70450.0,2015,2426.56,3041.207648,390.08,4756.0576,5960.76699008,764.5568
34034,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1720.0,4.4,64880.0,1.9,58490.0,2015,1232.72,1544.9679760000001,75.68,2416.1312,3028.1372329600003,148.33280000000002
34505,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,3680.0,7.6,65450.0,3.7,60280.0,2015,2421.65,3035.053945,279.68,4746.434,5948.7057322,548.1728
35096,721000,Accommodation,15-0000,Computer and Mathematical Occupations,2900.0,4.5,57890.0,1.2,52480.0,2015,694.68,870.6424440000001,130.5,1361.5728,1706.45919024,255.78
35943,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,7420.0,6.1,68570.0,3.9,58360.0,2015,2674.23,3351.6124590000004,452.62,5241.4908,6569.16041964,887.1351999999999
36455,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,2260.0,12.4,77800.0,3.7,73220.0,2015,2878.6,3607.74938,280.24,5642.056,7071.188784800001,549.2704
36981,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,24580.0,3.0,75280.0,1.0,70220.0,2015,752.8,943.48424,737.4,1475.4879999999998,1849.2291103999999,1445.3039999999999
37746,999000,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-0000,Computer and Mathematical Occupations,249540.0,0.3,79650.0,0.3,77970.0,2015,238.95,299.476035,748.62,468.342,586.9730286,1467.2952
