,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_MEDIAN,YEAR,A_MEAN_SE,A_MEDIAN_SE,TOT_EMP_SE,A_MEAN_ME,A_MEDIAN_ME,TOT_EMP_ME
6892,325000,Chemical Manufacturing,15-0000,Computer and Mathematical Occupations,15900.0,8.3,84450.0,2.6,81850.0,2014,2195.7,2751.87081,1319.7,4303.571999999999,5393.6667876,2586.612
7420,326000,Plastics and Rubber Products Manufacturing,15-0000,Computer and Mathematical Occupations,4440.0,4.9,70340.0,1.8,67040.0,2014,1266.12,1586.8281960000002,217.56,2481.5951999999997,3110.1832641600004,426.4176
7837,327000,Nonmetallic Mineral Product Manufacturing,15-0000,Computer and Mathematical Occupations,1140.0,6.8,68510.0,1.6,66460.0,2014,1096.16,1373.817328,77.52,2148.4736000000003,2692.68196288,151.9392
8241,331000,Primary Metal Manufacturing,15-0000,Computer and Mathematical Occupations,2670.0,4.0,67240.0,1.1,65040.0,2014,739.64,926.990812,106.8,1449.6943999999999,1816.90199152,209.328
8659,332000,Fabricated Metal Product Manufacturing,15-0000,Computer and Mathematical Occupations,9510.0,2.1,69210.0,1.0,65710.0,2014,692.1,867.40893,199.71,1356.516,1700.1215028000001,391.4316
9187,333000,Machinery Manufacturing,15-0000,Computer and Mathematical Occupations,22120.0,4.6,81480.0,1.9,78810.0,2014,1548.12,1940.258796,1017.5199999999999,3034.3151999999995,3802.90724016,1994.3391999999997
9724,334000,Computer and Electronic Product Manufacturing,15-0000,Computer and Mathematical Occupations,134180.0,3.9,103190.0,2.3,100730.0,2014,2373.37,2974.544621,5233.02,4651.8052,5830.10745716,10256.719200000001
10239,335000,"Electrical Equipment, Appliance, and Component Manufacturing",15-0000,Computer and Mathematical Occupations,6440.0,3.3,79760.0,1.4,77440.0,2014,1116.64,1399.4849120000001,212.52,2188.6144,2742.99042752,416.5392
10662,336000,Transportation Equipment Manufacturing,15-0000,Computer and Mathematical Occupations,52090.0,5.3,101010.0,1.6,99410.0,2014,1616.16,2025.533328,2760.77,3167.6736,3970.0453228799997,5411.1092
11204,337000,Furniture and Related Product Manufacturing,15-0000,Computer and Mathematical Occupations,2880.0,30.4,62040.0,2.5,57640.0,2014,1551.0,1943.8683,875.52,3039.96,3809.9818680000003,1716.0192
11573,339000,Miscellaneous Manufacturing,15-0000,Computer and Mathematical Occupations,10610.0,4.3,78840.0,1.3,75710.0,2014,1024.92,1284.532236,456.23,2008.8432,2517.6831825599998,894.2108000000001
12138,423000,"Merchant Wholesalers, Durable Goods",15-0000,Computer and Mathematical Occupations,119950.0,2.7,82030.0,0.9,77630.0,2014,738.27,925.2737910000001,3238.65,1447.0092,1813.5366303600001,6347.754
12884,424000,"Merchant Wholesalers, Nondurable Goods",15-0000,Computer and Mathematical Occupations,18950.0,3.5,70240.0,0.9,66470.0,2014,632.16,792.2861280000001,663.25,1239.0336,1552.8808108800001,1299.97
13545,425000,Wholesale Electronic Markets and Agents and Brokers,15-0000,Computer and Mathematical Occupations,32430.0,5.7,83650.0,1.2,79420.0,2014,1003.8,1258.0625400000001,1848.51,1967.4479999999999,2465.8025784,3623.0796
14092,441000,Motor Vehicle and Parts Dealers,15-0000,Computer and Mathematical Occupations,2480.0,6.1,55910.0,2.4,49690.0,2014,1341.84,1681.728072,151.28,2630.0063999999998,3296.1870211200003,296.5088
14440,442000,Furniture and Home Furnishings Stores,15-0000,Computer and Mathematical Occupations,850.0,9.8,55400.0,3.8,50100.0,2014,2105.2,2638.44716,83.3,4126.192,5171.3564336,163.268
14746,443000,Electronics and Appliance Stores,15-0000,Computer and Mathematical Occupations,8560.0,8.6,65150.0,2.7,58600.0,2014,1759.05,2204.617365,736.16,3447.738,4321.0500354,1442.8736
15013,444000,Building Material and Garden Equipment and Supplies Dealers,15-0000,Computer and Mathematical Occupations,1120.0,11.8,48930.0,3.9,44120.0,2014,1908.27,2391.6347910000004,132.16,3740.2092,4687.604190360001,259.0336
15381,445000,Food and Beverage Stores,15-0000,Computer and Mathematical Occupations,1070.0,8.8,50080.0,3.7,44330.0,2014,1852.96,2322.314768,94.16,3631.8016,4551.73694528,184.5536
15720,446000,Health and Personal Care Stores,15-0000,Computer and Mathematical Occupations,1000.0,15.2,71330.0,13.3,58220.0,2014,9486.89,11889.919237000002,152.0,18594.304399999997,23304.24170452,297.92
16024,447000,Gasoline Stations,15-0000,Computer and Mathematical Occupations,230.0,32.3,50020.0,6.6,45320.0,2014,3301.32,4137.544356,74.28999999999999,6470.5872,8109.58693776,145.6084
16238,448000,Clothing and Clothing Accessories Stores,15-0000,Computer and Mathematical Occupations,1220.0,17.9,73050.0,8.7,61740.0,2014,6355.35,7965.160155000001,218.38,12456.486,15611.713903800002,428.02479999999997
16469,451000,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15-0000,Computer and Mathematical Occupations,1640.0,12.1,47470.0,4.5,39180.0,2014,2136.15,2677.2367950000003,198.44,4186.854,5247.384118200001,388.94239999999996
16762,452000,General Merchandise Stores,15-0000,Computer and Mathematical Occupations,280.0,9.3,60150.0,3.9,57190.0,2014,2345.85,2940.0538050000005,26.04,4597.866,5762.505457800001,51.038399999999996
17069,453000,Miscellaneous Store Retailers,15-0000,Computer and Mathematical Occupations,5200.0,5.2,37090.0,2.6,28700.0,2014,964.34,1208.607322,270.4,1890.1064000000001,2368.87035112,529.9839999999999
17438,454000,Nonstore Retailers,15-0000,Computer and Mathematical Occupations,22230.0,5.3,75950.0,2.1,72010.0,2014,1594.95,1998.950835,1178.19,3126.102,3917.9436366,2309.2524
17940,481000,Air Transportation,15-0000,Computer and Mathematical Occupations,5830.0,23.5,84430.0,2.5,83510.0,2014,2110.75,2645.4029750000004,1370.05,4137.07,5184.989831000001,2685.298
18262,482000,Rail Transportation,15-0000,Computer and Mathematical Occupations,3190.0,17.2,89250.0,2.4,90010.0,2014,2142.0,2684.5686000000005,548.68,4198.32,5261.754456000001,1075.4127999999998
18593,483000,Water Transportation,15-0000,Computer and Mathematical Occupations,900.0,16.7,82600.0,4.0,80840.0,2014,3304.0,4140.9032,150.3,6475.84,8116.170271999999,294.588
18854,484000,Truck Transportation,15-0000,Computer and Mathematical Occupations,3070.0,5.7,64780.0,2.0,61480.0,2014,1295.6,1623.77548,174.99,2539.3759999999997,3182.5999408,342.98040000000003
19187,485000,Transit and Ground Passenger Transportation,15-0000,Computer and Mathematical Occupations,320.0,8.1,69070.0,3.4,64830.0,2014,2348.38,2943.2246540000006,25.92,4602.8248,5768.720321840001,50.803200000000004
19449,486000,Pipeline Transportation,15-0000,Computer and Mathematical Occupations,1200.0,6.9,87510.0,3.1,87850.0,2014,2712.81,3399.964773,82.8,5317.107599999999,6663.93095508,162.28799999999998
19926,488000,Support Activities for Transportation,15-0000,Computer and Mathematical Occupations,5090.0,4.1,72330.0,1.1,69950.0,2014,795.63,997.163079,208.69,1559.4348,1954.43963484,409.0324
20413,491000,Postal Service,15-0000,Computer and Mathematical Occupations,1960.0,0.0,79780.0,0.8,79170.0,2014,638.24,799.906192,0.0,1250.9504,1567.81613632,0.0
20648,492000,Couriers and Messengers,15-0000,Computer and Mathematical Occupations,2340.0,8.4,71680.0,2.7,68680.0,2014,1935.36,2425.5866880000003,196.56,3793.3055999999997,4754.149908480001,385.2576
20848,493000,Warehousing and Storage,15-0000,Computer and Mathematical Occupations,3900.0,4.6,63410.0,1.7,59170.0,2014,1077.97,1351.0198010000001,179.4,2112.8212,2647.99880996,351.624
21253,511000,Publishing Industries (except Internet),15-0000,Computer and Mathematical Occupations,183020.0,2.4,95190.0,5.2,93250.0,2014,4949.88,6203.684604,4392.48,9701.7648,12159.22182384,8609.260799999998
21646,512000,Motion Picture and Sound Recording Industries,15-0000,Computer and Mathematical Occupations,5660.0,7.8,83230.0,1.9,78110.0,2014,1581.37,1981.931021,441.48,3099.4851999999996,3884.58480116,865.3008
22026,515000,Broadcasting (except Internet),15-0000,Computer and Mathematical Occupations,10200.0,6.4,76320.0,2.2,72400.0,2014,1679.04,2104.3408320000003,652.8,3290.9184,4124.5080307200005,1279.4879999999998
22334,517000,Telecommunications,15-0000,Computer and Mathematical Occupations,125860.0,1.9,84040.0,0.8,80970.0,2014,672.32,842.6186560000001,2391.34,1317.7472,1651.5325657600001,4687.026400000001
22700,518000,"Data Processing, Hosting, and Related Services",15-0000,Computer and Mathematical Occupations,109600.0,3.8,81450.0,1.3,78710.0,2014,1058.85,1327.056705,4164.8,2075.346,2601.0311417999997,8163.008
23017,519000,Other Information Services,15-0000,Computer and Mathematical Occupations,63240.0,13.7,107200.0,7.7,102160.0,2014,8254.4,10345.239520000001,8663.88,16178.624,20276.669459200002,16981.2048
23340,521000,Monetary Authorities-Central Bank,15-0000,Computer and Mathematical Occupations,3910.0,16.7,94700.0,3.6,93010.0,2014,3409.2,4272.75036,652.97,6682.031999999999,8374.5907056,1279.8212
23534,522000,Credit Intermediation and Related Activities,15-0000,Computer and Mathematical Occupations,122160.0,2.9,84440.0,1.0,82600.0,2014,844.4,1058.28652,3542.64,1655.024,2074.2415792,6943.5743999999995
23884,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15-0000,Computer and Mathematical Occupations,59430.0,4.3,102180.0,1.3,96780.0,2014,1328.34,1664.8085220000003,2555.49,2603.5463999999997,3263.0247031200006,5008.760399999999
24240,524000,Insurance Carriers and Related Activities,15-0000,Computer and Mathematical Occupations,158280.0,1.8,83990.0,0.5,81560.0,2014,419.95,526.323335,2849.04,823.102,1031.5937366,5584.118399999999
24684,525000,"Funds, Trusts, and Other Financial Vehicles",15-0000,Computer and Mathematical Occupations,1350.0,6.0,86880.0,2.7,82940.0,2014,2345.76,2939.9410080000007,81.0,4597.689600000001,5762.284375680001,158.76
24873,531000,Real Estate,15-0000,Computer and Mathematical Occupations,7980.0,5.7,67590.0,1.8,62110.0,2014,1216.62,1524.789846,454.86,2384.5751999999998,2988.58809816,891.5256
25362,532000,Rental and Leasing Services,15-0000,Computer and Mathematical Occupations,2930.0,10.7,78880.0,2.4,73900.0,2014,1893.12,2372.647296,313.51,3710.5152,4650.388700160001,614.4796
25840,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15-0000,Computer and Mathematical Occupations,1430.0,10.0,73590.0,3.1,67210.0,2014,2281.29,2859.1407570000006,143.0,4471.328399999999,5603.915883720001,280.28
26079,541000,"Professional, Scientific, and Technical Services",15-0000,Computer and Mathematical Occupations,1361430.0,0.7,87680.0,0.4,82510.0,2014,350.72,439.557376,9530.009999999998,687.4112,861.53245696,18678.819599999995
27129,551000,Management of Companies and Enterprises,15-0000,Computer and Mathematical Occupations,231980.0,1.8,83540.0,0.5,80930.0,2014,417.7,523.50341,4175.64,818.692,1026.0666836,8184.254400000001
28094,561000,Administrative and Support Services,15-0000,Computer and Mathematical Occupations,195850.0,2.0,75370.0,0.7,70190.0,2014,527.59,661.2285470000002,3917.0,1034.0764000000001,1296.0079521200003,7677.32
29173,562000,Waste Management and Remediation Services,15-0000,Computer and Mathematical Occupations,1660.0,11.0,81210.0,2.7,79810.0,2014,2192.67,2748.073311,182.6,4297.6332,5386.22368956,357.89599999999996
29631,611000,Educational Services,15-0000,Computer and Mathematical Occupations,214160.0,1.4,61350.0,0.6,57920.0,2014,368.1,461.33973000000003,2998.24,721.476,904.2258708,5876.550399999999
30678,621000,Ambulatory Health Care Services,15-0000,Computer and Mathematical Occupations,33410.0,1.9,67270.0,1.8,62950.0,2014,1210.86,1517.5708380000003,634.79,2373.2855999999997,2974.4388424800004,1244.1884
31372,622000,Hospitals,15-0000,Computer and Mathematical Occupations,71860.0,2.0,70910.0,0.5,68920.0,2014,354.55,444.35751500000003,1437.2,694.918,870.9407294,2816.9120000000003
32143,623000,Nursing and Residential Care Facilities,15-0000,Computer and Mathematical Occupations,2400.0,4.3,55280.0,1.3,52170.0,2014,718.64,900.6715120000001,103.2,1408.5344,1765.3161635200001,202.272
32674,624000,Social Assistance,15-0000,Computer and Mathematical Occupations,8530.0,3.9,55220.0,1.1,49070.0,2014,607.4200000000001,761.2794860000001,332.67,1190.5432,1492.1077925600002,652.0332
33309,711000,"Performing Arts, Spectator Sports, and Related Industries",15-0000,Computer and Mathematical Occupations,3550.0,7.8,73630.0,2.7,67470.0,2014,1988.01,2491.5729330000004,276.9,3896.4996,4883.482948680001,542.7239999999999
33835,712000,"Museums, Historical Sites, and Similar Institutions",15-0000,Computer and Mathematical Occupations,1680.0,4.5,62400.0,1.8,57710.0,2014,1123.2,1407.70656,75.6,2201.472,2759.1048576000003,148.176
34297,713000,"Amusement, Gambling, and Recreation Industries",15-0000,Computer and Mathematical Occupations,3460.0,6.0,62100.0,2.9,58140.0,2014,1800.9,2257.06797,207.6,3529.764,4423.8532212,406.89599999999996
34899,721000,Accommodation,15-0000,Computer and Mathematical Occupations,2820.0,5.1,58330.0,1.3,53730.0,2014,758.29,950.364857,143.82,1486.2484,1862.71511972,281.8872
35404,722000,Food Services and Drinking Places,15-0000,Computer and Mathematical Occupations,620.0,15.5,58540.0,10.0,51600.0,2014,5854.0,7336.818200000001,96.1,11473.84,14380.163672,188.356
35750,811000,Repair and Maintenance,15-0000,Computer and Mathematical Occupations,7290.0,6.5,63410.0,4.6,55310.0,2014,2916.86,3655.7006380000003,473.85,5717.0456,7165.17325048,928.746
36272,812000,Personal and Laundry Services,15-0000,Computer and Mathematical Occupations,1860.0,13.2,74740.0,3.8,68940.0,2014,2840.12,3559.5223960000003,245.52,5566.6352,6976.66389616,481.2192
36791,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",15-0000,Computer and Mathematical Occupations,23660.0,2.5,72760.0,0.9,68450.0,2014,654.84,820.7109720000001,591.5,1283.4864,1608.5935051200001,1159.34
37526,999000,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-0000,Computer and Mathematical Occupations,246120.0,0.3,78480.0,0.3,76850.0,2014,235.44,295.076952,738.36,461.4624,578.35082592,1447.1856
